transcript_id	transcript_length	transcript_source	evalue	score_type	symbol	blast_symbol	blast_description	target_species
dd_Smed_v6_1863_0_1	1038	PLDB	4.00E-73	e-value	NP_055814.1	RAB21	"RAB21, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_1872_0_1	2716	PLDB	2.00E-112	e-value	XP_006716086.1	SRRT ARS2 ASR2 serrate	"serrate, RNA effector molecule"	Homo sapiens
dd_Smed_v6_18778_0_1	1546	PLDB	1.00E-46	e-value	NP_001245.1	CDC6 CDC18L HsCDC18 HsCDC6	cell division cycle 6	Homo sapiens
dd_Smed_v6_18978_0_1	662	PLDB	2.00E-64	e-value	NP_001269314.1	CSNK2B CK2B CK2N CSK2B G5A	casein kinase 2 beta	Homo sapiens
dd_Smed_v6_1907_0_1	1053	PLDB	8.00E-49	e-value	NP_003702.2	PPAP2A LLP1a LPP1 PAP-2a PAP2	phosphatidic acid phosphatase type 2A	Homo sapiens
dd_Smed_v6_1920_0_1	975	PLDB	2.00E-112	e-value	NP_002583.1	PCNA	proliferating cell nuclear antigen	Homo sapiens
dd_Smed_v6_1921_0_1	1411	PLDB	1.00E-111	e-value	NP_002005.1	FKBP4 FKBP51 FKBP52 FKBP59 HBI Hsp56 PPIase p52	FK506 binding protein 4	Homo sapiens
dd_Smed_v6_1923_0_1	3418	PLDB	2.00E-88	e-value	NP_005350.1	SMAD4 DPC4 JIP MADH4 MYHRS	SMAD family member 4	Homo sapiens
dd_Smed_v6_19257_0_1	2421	PLDB	7.00E-50	e-value	NP_003911.2	TIMELESS TIM TIM1 hTIM	timeless circadian clock	Homo sapiens
dd_Smed_v6_19468_0_1	1512	PLDB	7.00E-46	e-value	NP_001041.1	SSTR2	somatostatin receptor 2	Homo sapiens
dd_Smed_v6_19504_0_1	1624	PLDB	8.00E-68	e-value	NP_973727.1	SF1 BBP D11S636 MBBP ZCCHC25 ZFM1 ZNF162	splicing factor 1	Homo sapiens
dd_Smed_v6_19527_0_1	982	PLDB	3.00E-18	e-value	NP_005441.1	NOG SYM1 SYNS1	noggin	Homo sapiens
dd_Smed_v6_1963_0_1	1316	PLDB	7.00E-145	e-value	NP_001007469.1	SMARCB1 BAF47 INI1 MRD15 PPP1R144 RDT RTPS1 SNF5 SNF5L1 SWNTS1 Sfh1p Snr1 hSNFS	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"	Homo sapiens
dd_Smed_v6_19866_0_1	1909	PLDB	2.00E-166	e-value	NP_003459.2	FZD5 C2orf31 HFZ5	frizzled class receptor 5	Homo sapiens
dd_Smed_v6_19874_0_1	1240	PLDB	0	e-value	NP_005338.1	HSPA5 BIP GRP78 HEL-S-89n MIF2	heat shock protein family A (Hsp70) member 5	Homo sapiens
dd_Smed_v6_19890_0_1	2029	PLDB	6.00E-99	e-value	NP_001071121.1	TBX20 ASD4	T-box 20	Homo sapiens
dd_Smed_v6_198_0_1	1477	PLDB	4.00E-30	e-value	NP_001962.3	CELA1 ELA1	chymotrypsin like elastase family member 1	Homo sapiens
dd_Smed_v6_19937_0_1	1124	PLDB	2.00E-155	e-value	NP_002061.1	GNAI2 GIP GNAI2B H_LUCA15.1 H_LUCA16.1	G protein subunit alpha i2	Homo sapiens
dd_Smed_v6_20043_0_1	1836	PLDB	2.00E-66	e-value	NP_000731.1	CHRM3 EGBRS HM3	"cholinergic receptor, muscarinic 3"	Homo sapiens
dd_Smed_v6_2012_0_1	805	PLDB	2.00E-20	e-value	NP_057228.1	COMMD10 PTD002	COMM domain containing 10	Homo sapiens
dd_Smed_v6_2017_0_1	2930	PLDB	2.00E-116	e-value	NP_002202.2	ITGB1 CD29 FNRB GPIIA MDF2 MSK12 VLA-BETA VLAB	integrin subunit beta 1	Homo sapiens
dd_Smed_v6_20282_0_1	1378	PLDB	3.00E-32	e-value	NP_001248368.1	ETV4 E1A-F E1AF PEA3 PEAS3	ETS variant 4	Homo sapiens
dd_Smed_v6_20341_0_1	1556	PLDB	2.00E-19	e-value	NP_004611.1	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_2035_0_1	2149	PLDB	2.00E-107	e-value	NP_005122.2	THOC1 HPR1 P84 P84N5	THO complex 1	Homo sapiens
dd_Smed_v6_20465_0_1	956	PLDB	1.00E-38	e-value	NP_003899.2	EIF2S2 EIF2 EIF2B EIF2beta PPP1R67 eIF-2-beta	eukaryotic translation initiation factor 2 subunit beta	Homo sapiens
dd_Smed_v6_2065_0_1	1535	PLDB	0	e-value	NP_002884.1	RBBP7 RbAp46	retinoblastoma binding protein 7	Homo sapiens
dd_Smed_v6_20665_0_1	2792	PLDB	1.00E-162	e-value	NP_068703.1	GABBR1 GABABR1 GABBR1-3 GB1 GPRC3A dJ271M21.1.1 dJ271M21.1.2	"gamma-aminobutyric acid (GABA) B receptor, 1"	Homo sapiens
dd_Smed_v6_2072_0_13	6927	PLDB	0	e-value	XP_006717853.1	ANK3 ANKYRIN-G MRT37	"ankyrin 3, node of Ranvier (ankyrin G)"	Homo sapiens
dd_Smed_v6_2072_0_14	6822	PLDB	0	e-value	NP_001191332.1	ANK3 ANKYRIN-G MRT37	"ankyrin 3, node of Ranvier (ankyrin G)"	Homo sapiens
dd_Smed_v6_2072_0_16	6630	PLDB	0	e-value	NP_001191332.1	ANK3 ANKYRIN-G MRT37	"ankyrin 3, node of Ranvier (ankyrin G)"	Homo sapiens
dd_Smed_v6_2072_0_25	6275	PLDB	0	e-value	XP_006717853.1	ANK3 ANKYRIN-G MRT37	"ankyrin 3, node of Ranvier (ankyrin G)"	Homo sapiens
dd_Smed_v6_2072_0_26	6243	PLDB	0	e-value	XP_006717853.1	ANK3 ANKYRIN-G MRT37	"ankyrin 3, node of Ranvier (ankyrin G)"	Homo sapiens
dd_Smed_v6_2072_0_27	6173	PLDB	0	e-value	NP_001191332.1	ANK3 ANKYRIN-G MRT37	"ankyrin 3, node of Ranvier (ankyrin G)"	Homo sapiens
dd_Smed_v6_2072_0_28	6135	PLDB	0	e-value	NP_001191332.1	ANK3 ANKYRIN-G MRT37	"ankyrin 3, node of Ranvier (ankyrin G)"	Homo sapiens
dd_Smed_v6_2072_0_31	5981	PLDB	0	e-value	NP_001191332.1	ANK3 ANKYRIN-G MRT37	"ankyrin 3, node of Ranvier (ankyrin G)"	Homo sapiens
dd_Smed_v6_2072_0_32	5946	PLDB	0	e-value	NP_001191332.1	ANK3 ANKYRIN-G MRT37	"ankyrin 3, node of Ranvier (ankyrin G)"	Homo sapiens
dd_Smed_v6_2072_0_5	8616	PLDB	0	e-value	XP_006717853.1	ANK3 ANKYRIN-G MRT37	"ankyrin 3, node of Ranvier (ankyrin G)"	Homo sapiens
dd_Smed_v6_2072_0_6	8511	PLDB	0	e-value	NP_001191332.1	ANK3 ANKYRIN-G MRT37	"ankyrin 3, node of Ranvier (ankyrin G)"	Homo sapiens
dd_Smed_v6_2072_0_8	8319	PLDB	0	e-value	NP_001191332.1	ANK3 ANKYRIN-G MRT37	"ankyrin 3, node of Ranvier (ankyrin G)"	Homo sapiens
dd_Smed_v6_20764_0_1	1080	PLDB	3.00E-11	e-value	NP_055159.2	FJX1	four jointed box 1	Homo sapiens
dd_Smed_v6_20801_0_1	700	PLDB	2.00E-12	e-value	XP_005273306.1	TRAF5 MGC:39780 RNF84	TNF receptor-associated factor 5	Homo sapiens
dd_Smed_v6_2080_0_1	2150	PLDB	9.00E-20	e-value	NP_055689.1	MFN2 CMT2A CMT2A2 CPRP1 HSG MARF	mitofusin 2	Homo sapiens
dd_Smed_v6_20871_0_1	1509	PLDB	1.00E-33	e-value	XP_005265400.1	PTH1R PFE PTHR PTHR1	parathyroid hormone 1 receptor	Homo sapiens
dd_Smed_v6_2092_0_1	1831	PLDB	3.00E-38	e-value	NP_001155894.1	ETS1 ETS-1 EWSR2 p54	v-ets avian erythroblastosis virus E26 oncogene homolog 1	Homo sapiens
dd_Smed_v6_2099_0_1	1033	PLDB	2.00E-77	e-value	NP_004569.2	RAB4A HRES-1 HRES-1/RAB4 HRES1 RAB4	"RAB4A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_2102_0_1	1246	PLDB	1.00E-97	e-value	NP_006182.2	PA2G4 EBP1 HG4-1 p38-2G4	proliferation-associated 2G4	Homo sapiens
dd_Smed_v6_21060_0_1	1441	PLDB	2.00E-53	e-value	NP_000515.2	HTR1A 5-HT-1A 5-HT1A 5HT1a ADRB2RL1 ADRBRL1 G-21 PFMCD	5-hydroxytryptamine receptor 1A	Homo sapiens
dd_Smed_v6_21082_0_1	1986	PLDB	6.00E-38	e-value	NP_000515.2	HTR1A 5-HT-1A 5-HT1A 5HT1a ADRB2RL1 ADRBRL1 G-21 PFMCD	5-hydroxytryptamine receptor 1A	Homo sapiens
dd_Smed_v6_2110_0_1	2100	PLDB	0	e-value	NP_002731.4	PRKCI DXS1179E PKCI nPKC-iota	protein kinase C iota	Homo sapiens
dd_Smed_v6_2117_0_1	915	PLDB	7.00E-113	e-value	NP_002778.1	PSMA2 HC3 MU PMSA2 PSC2	proteasome subunit alpha 2	Homo sapiens
dd_Smed_v6_2122_0_1	1942	PLDB	3.00E-10	e-value	NP_776216.1	MALT1 IMD12 MLT MLT1	mucosa associated lymphoid tissue lymphoma translocation gene 1	Homo sapiens
dd_Smed_v6_21347_0_1	1467	PLDB	3.00E-60	e-value	NP_003260.1	NR2E1 TLL TLX XTLL	nuclear receptor subfamily 2 group E member 1	Homo sapiens
dd_Smed_v6_2159_0_1	4638	PLDB	0	e-value	NP_001122318.1	SMARCA4 BAF190 BAF190A BRG1 MRD16 RTPS2 SNF2 SNF2L4 SNF2LB SWI2 hSNF2b	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"	Homo sapiens
dd_Smed_v6_2167_0_1	987	PLDB	4.00E-88	e-value	NP_056461.1	RAP1B K-REV RAL1B	"RAP1B, member of RAS oncogene family"	Homo sapiens
dd_Smed_v6_2168_0_1	2548	PLDB	5.00E-173	e-value	NP_055689.1	MFN2 CMT2A CMT2A2 CPRP1 HSG MARF	mitofusin 2	Homo sapiens
dd_Smed_v6_2180_0_1	790	PLDB	3.00E-81	e-value	NP_002726.1	PRKAR1B PRKAR1	protein kinase cAMP-dependent type I regulatory subunit beta	Homo sapiens
dd_Smed_v6_21866_0_1	1691	PLDB	2.00E-120	e-value	NP_055577.1	DHCR24 DCE Nbla03646 SELADIN1 seladin-1	24-dehydrocholesterol reductase	Homo sapiens
dd_Smed_v6_21882_0_1	920	PLDB	3.00E-68	e-value	NP_001777.1	CDK1 CDC2 CDC28A P34CDC2	cyclin-dependent kinase 1	Homo sapiens
dd_Smed_v6_2197_0_1	5646	PLDB	1.00E-22	e-value	NP_542410.2	COL11A2 DFNA13 DFNB53 FBCG2 HKE5 PARP STL3	collagen type XI alpha 2	Homo sapiens
dd_Smed_v6_220_0_1	1523	PLDB	1.00E-143	e-value	NP_004334.1	CALR CRT HEL-S-99n RO SSA cC1qR	calreticulin	Homo sapiens
dd_Smed_v6_22163_0_1	1264	PLDB	8.00E-38	e-value	NP_001073930.1	UNCX UNCX4.1	UNC homeobox	Homo sapiens
dd_Smed_v6_2224_0_1	3262	PLDB	4.00E-71	e-value	NP_001968.3	ENPEP APA CD249 gp160	glutamyl aminopeptidase	Homo sapiens
dd_Smed_v6_22331_0_1	1792	PLDB	7.00E-46	e-value	NP_002754.2	PROX1	prospero homeobox 1	Homo sapiens
dd_Smed_v6_22332_0_1	2849	PLDB	4.00E-40	e-value	NP_006173.2	DDR2 MIG20a NTRKR3 TKT TYRO10	discoidin domain receptor tyrosine kinase 2	Homo sapiens
dd_Smed_v6_22440_0_1	333	PLDB	3.00E-25	e-value	NP_002884.1	RBBP7 RbAp46	retinoblastoma binding protein 7	Homo sapiens
dd_Smed_v6_2244_0_1	819	PLDB	1.00E-23	e-value	NP_002406.1	MIF GIF GLIF MMIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	Homo sapiens
dd_Smed_v6_22479_0_1	1151	PLDB	2.00E-16	e-value	XP_005266935.1	HEY2 CHF1 GRIDLOCK GRL HERP1 HESR2 HRT2 bHLHb32	hes related family bHLH transcription factor with YRPW motif 2	Homo sapiens
dd_Smed_v6_2267_0_1	1604	PLDB	3.00E-68	e-value	NP_001960.2	EIF5 EIF-5 EIF-5A	eukaryotic translation initiation factor 5	Homo sapiens
dd_Smed_v6_22685_0_1	1197	PLDB	2.00E-33	e-value	XP_005247283.1	MECOM AML1-EVI-1 EVI1 MDS1 MDS1-EVI1 PRDM3	MDS1 and EVI1 complex locus	Homo sapiens
dd_Smed_v6_22802_0_1	1619	PLDB	3.00E-50	e-value	NP_000015.1	ADRB2 ADRB2R ADRBR B2AR BAR BETA2AR	adrenoceptor beta 2	Homo sapiens
dd_Smed_v6_2286_0_1	1168	PLDB	2.00E-144	e-value	NP_001025.1	RRM2 R2 RR2 RR2M	ribonucleotide reductase regulatory subunit M2	Homo sapiens
dd_Smed_v6_2291_0_1	1700	PLDB	2.00E-101	e-value	NP_005408.1	SRC ASV SRC1 c-SRC p60-Src	"SRC proto-oncogene, non-receptor tyrosine kinase"	Homo sapiens
dd_Smed_v6_2303_0_1	1059	PLDB	4.00E-95	e-value	NP_006784.1	PRDX3 AOP-1 AOP1 HBC189 MER5 PRO1748 SP-22 prx-III	peroxiredoxin 3	Homo sapiens
dd_Smed_v6_23144_0_1	824	PLDB	2.00E-81	e-value	XP_005265416.1	RAF1 CRAF NS5 Raf-1 c-Raf	"Raf-1 proto-oncogene, serine/threonine kinase"	Homo sapiens
dd_Smed_v6_2321_0_1	762	PLDB	2.00E-16	e-value	NP_006315.1	CFDP1 BCNT BUCENTAUR CENP-29 CP27 SWC5 Yeti p97	craniofacial development protein 1	Homo sapiens
dd_Smed_v6_23260_0_1	1824	PLDB	2.00E-52	e-value	NP_000732.2	CHRM4 HM4 M4R	"cholinergic receptor, muscarinic 4"	Homo sapiens
dd_Smed_v6_23270_0_1	3475	PLDB	4.00E-77	e-value	NP_004792.1	NRXN1 Hs.22998 PTHSL2 SCZD17	neurexin 1	Homo sapiens
dd_Smed_v6_2341_0_1	3074	PLDB	7.00E-144	e-value	NP_001101.1	ADAM10 AD10 AD18 CD156c HsT18717 MADM RAK kuz	ADAM metallopeptidase domain 10	Homo sapiens
dd_Smed_v6_237_0_1	509	PLDB	1.00E-67	e-value	NP_001010.2	RPS15A S15a	ribosomal protein S15a	Homo sapiens
dd_Smed_v6_2382_0_1	1150	PLDB	7.00E-20	e-value	NP_039234.1	CLIC4 CLIC4L H1 MTCLIC huH1 p64H1	chloride intracellular channel 4	Homo sapiens
dd_Smed_v6_2390_0_1	1905	PLDB	2.00E-24	e-value	NP_055689.1	MFN2 CMT2A CMT2A2 CPRP1 HSG MARF	mitofusin 2	Homo sapiens
dd_Smed_v6_2404_0_1	515	PLDB	4.00E-17	e-value	NP_001026788.1	COX19	COX19 cytochrome c oxidase assembly factor	Homo sapiens
dd_Smed_v6_2413_0_1	2053	PLDB	0	e-value	NP_002721.1	PRKACA PKACA	"protein kinase, cAMP-dependent, catalytic, alpha"	Homo sapiens
dd_Smed_v6_2415_0_1	842	PLDB	4.00E-125	e-value	NP_002856.1	RAB2A LHX RAB2	"RAB2A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_242_0_1	507	PLDB	7.00E-65	e-value	NP_000969.1	RPL23 L23 rpL17	ribosomal protein L23	Homo sapiens
dd_Smed_v6_2435_0_1	2983	PLDB	2.00E-153	e-value	NP_998810.1	WARS GAMMA-2 IFI53 IFP53	tryptophanyl-tRNA synthetase	Homo sapiens
dd_Smed_v6_24518_0_1	1625	PLDB	6.00E-30	e-value	NP_000612.1	HTR2A 5-HT2A HTR2	5-hydroxytryptamine receptor 2A	Homo sapiens
dd_Smed_v6_24541_0_1	806	PLDB	1.00E-16	e-value	NP_001012632.1	CTBP1 BARS	C-terminal binding protein 1	Homo sapiens
dd_Smed_v6_2466_0_1	1025	PLDB	5.00E-110	e-value	NP_002857.1	RAB3A	"RAB3A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_246_0_1	2387	PLDB	0	e-value	NP_001092.1	ACTB BRWS1 PS1TP5BP1	"actin, beta"	Homo sapiens
dd_Smed_v6_2486_0_1	914	PLDB	9.00E-54	e-value	NP_001026847.1	RAB24	"RAB24, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_2494_0_1	1578	PLDB	2.00E-81	e-value	NP_940892.1	RAB43 RAB11B RAB41	"RAB43, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_2501_0_1	1121	PLDB	5.00E-23	e-value	NP_060298.2	COMMD4	COMM domain containing 4	Homo sapiens
dd_Smed_v6_25110_0_1	968	PLDB	1.00E-26	e-value	NP_004421.2	EGR3 EGR-3 PILOT	early growth response 3	Homo sapiens
dd_Smed_v6_25321_0_1	836	PLDB	9.00E-28	e-value	NP_003097.1	SOX2 ANOP3 MCOPS3	SRY-box 2	Homo sapiens
dd_Smed_v6_25356_0_2	915	PLDB	4.00E-13	e-value	NP_060064.2	DIRAS2 Di-Ras2	DIRAS family GTPase 2	Homo sapiens
dd_Smed_v6_25420_0_1	1736	PLDB	2.00E-33	e-value	NP_003260.1	NR2E1 TLL TLX XTLL	nuclear receptor subfamily 2 group E member 1	Homo sapiens
dd_Smed_v6_25657_0_1	1120	PLDB	5.00E-30	e-value	NP_001043.2	SSTR4 SS-4-R SS4-R SS4R	somatostatin receptor 4	Homo sapiens
dd_Smed_v6_2588_0_1	1001	PLDB	3.00E-10	e-value	NP_001179.1	BAK1 BAK BAK-LIKE BCL2L7 CDN1	BCL2 antagonist/killer 1	Homo sapiens
dd_Smed_v6_2589_0_1	1808	PLDB	2.00E-44	e-value	NP_663306.1	MAP3K7 MEKK7 TAK1 TGF1a	mitogen-activated protein kinase kinase kinase 7	Homo sapiens
dd_Smed_v6_26182_0_1	1119	PLDB	1.00E-66	e-value	NP_005983.1	TBX1 CAFS CATCH22 CTHM DGCR DGS DORV TBX1C TGA VCF VCFS	T-box 1	Homo sapiens
dd_Smed_v6_2628_0_1	1396	PLDB	1.00E-05	e-value	XP_005247648.1	CDV3 H41	CDV3 homolog (mouse)	Homo sapiens
dd_Smed_v6_2665_0_1	1055	PLDB	2.00E-111	e-value	NP_002802.2	PSMD7 MOV34 P40 Rpn8 S12	"proteasome 26S subunit, non-ATPase 7"	Homo sapiens
dd_Smed_v6_2678_0_1	1277	PLDB	8.00E-82	e-value	NP_004154.2	RAB27B C25KG	"RAB27B, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_2688_0_1	3185	PLDB	3.00E-135	e-value	NP_001895.1	CTNNB1 CTNNB MRD19 armadillo	catenin beta 1	Homo sapiens
dd_Smed_v6_2693_0_1	1672	PLDB	5.00E-10	e-value	NP_001760.1	CD9 BTCC-1 DRAP-27 MIC3 MRP-1 TSPAN-29 TSPAN29	CD9 molecule	Homo sapiens
dd_Smed_v6_2701_0_1	884	PLDB	2.00E-16	e-value	NP_002078.1	GRN CLN11 GEP GP88 PCDGF PEPI PGRN	granulin	Homo sapiens
dd_Smed_v6_271_0_1	632	PLDB	8.00E-26	e-value	NP_001437.1	FABP7 B-FABP BLBP FABPB MRG	fatty acid binding protein 7	Homo sapiens
dd_Smed_v6_27497_0_1	1064	PLDB	7.00E-96	e-value	NP_001789.2	CDK2 CDKN2 p33(CDK2)	cyclin-dependent kinase 2	Homo sapiens
dd_Smed_v6_274_0_1	1643	PLDB	7.00E-27	e-value	NP_002418.1	MMP13 CLG3 MANDP1 MMP-13	matrix metallopeptidase 13	Homo sapiens
dd_Smed_v6_2777_0_1	1842	PLDB	3.00E-21	e-value	NP_055689.1	MFN2 CMT2A CMT2A2 CPRP1 HSG MARF	mitofusin 2	Homo sapiens
dd_Smed_v6_2784_0_1	1018	PLDB	7.00E-35	e-value	NP_001655.1	RHOA ARH12 ARHA RHO12 RHOH12	ras homolog family member A	Homo sapiens
dd_Smed_v6_2786_0_1	1305	PLDB	5.00E-97	e-value	NP_000226.2	LIPA CESD LAL	"lipase A, lysosomal acid type"	Homo sapiens
dd_Smed_v6_27884_0_1	1715	PLDB	1.00E-43	e-value	XP_006713585.1	DRD3 D3DR ETM1 FET1	dopamine receptor D3	Homo sapiens
dd_Smed_v6_27885_0_1	562	PLDB	2.00E-07	e-value	NP_004611.1	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_2808_0_1	2432	PLDB	2.00E-110	e-value	XP_005264576.1	STRN SG2NA	"striatin, calmodulin binding protein"	Homo sapiens
dd_Smed_v6_280_0_1	2068	PLDB	1.00E-86	e-value	NP_002530.1	ODC1 ODC	ornithine decarboxylase 1	Homo sapiens
dd_Smed_v6_281_0_1	646	PLDB	1.00E-36	e-value	NP_000975.2	RPL23A L23A MDA20	ribosomal protein L23a	Homo sapiens
dd_Smed_v6_28214_0_1	1572	PLDB	1.00E-26	e-value	NP_000729.2	CHRM1 HM1 M1 M1R	cholinergic receptor muscarinic 1	Homo sapiens
dd_Smed_v6_28316_0_1	403	PLDB	3.00E-15	e-value	XP_005253165.1	TSG101 TSG10 VPS23	tumor susceptibility 101	Homo sapiens
dd_Smed_v6_28398_0_1	1245	PLDB	1.00E-56	e-value	NP_005421.1	WNT1 BMND16 INT1 OI15	Wnt family member 1	Homo sapiens
dd_Smed_v6_2848_0_1	1656	PLDB	0	e-value	NP_001472.1	GAS8 GAS11	growth arrest-specific 8	Homo sapiens
dd_Smed_v6_28517_0_1	494	PLDB	3.00E-31	e-value	NP_660303.1	OSR1 ODD	odd-skipped related transciption factor 1	Homo sapiens
dd_Smed_v6_2865_0_1	653	PLDB	9.00E-39	e-value	NP_002486.1	NDUFS4 AQDQ CI-18	"NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase)"	Homo sapiens
dd_Smed_v6_2875_0_1	852	PLDB	5.00E-17	e-value	NP_001746.1	CBFB PEBP2B	"core-binding factor, beta subunit"	Homo sapiens
dd_Smed_v6_2885_0_1	1030	PLDB	1.00E-78	e-value	NP_004976.2	KRAS C-K-RAS CFC2 K-RAS2A K-RAS2B K-RAS4A K-RAS4B KI-RAS KRAS1 KRAS2 NS NS3 RASK2	Kirsten rat sarcoma viral oncogene homolog	Homo sapiens
dd_Smed_v6_2886_0_1	847	PLDB	5.00E-05	e-value	NP_001179.1	BAK1 BAK BAK-LIKE BCL2L7 CDN1	BCL2 antagonist/killer 1	Homo sapiens
dd_Smed_v6_2891_0_1	1263	PLDB	3.00E-38	e-value	NP_009148.2	PDCD10 CCM3 TFAR15	programmed cell death 10	Homo sapiens
dd_Smed_v6_28958_0_1	670	PLDB	8.00E-22	e-value	NP_001157150.1	SHOX2 OG12 OG12X SHOT	short stature homeobox 2	Homo sapiens
dd_Smed_v6_2915_0_1	1009	PLDB	2.00E-59	e-value	NP_003920.1	RAB29 RAB7L RAB7L1	"RAB29, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_2931_0_1	1967	PLDB	5.00E-67	e-value	NP_006563.2	GNA13 G13	G protein subunit alpha 13	Homo sapiens
dd_Smed_v6_29468_0_1	1063	PLDB	3.00E-54	e-value	NP_877433.2	SPDYA RINGO3 RINGOA SPDY1 SPY1	speedy/RINGO cell cycle regulator family member A	Homo sapiens
dd_Smed_v6_2967_0_1	1463	PLDB	8.00E-50	e-value	NP_008955.1	TMEM115 PL6	transmembrane protein 115	Homo sapiens
dd_Smed_v6_2991_0_1	2763	PLDB	6.00E-64	e-value	NP_004153.2	RAB5A RAB5	"RAB5A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_29967_0_1	1121	PLDB	3.00E-06	e-value	NP_004611.1	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_3012_0_1	2904	PLDB	3.00E-53	e-value	XP_005265477.1	THRB C-ERBA-2 C-ERBA-BETA ERBA2 GRTH NR1A2 PRTH THR1 THRB1 THRB2	"thyroid hormone receptor, beta"	Homo sapiens
dd_Smed_v6_30149_0_1	2756	PLDB	6.00E-59	e-value	NP_001278232.1	FAT4 CDHF14 CDHR11 FAT-J FATJ NBLA00548 VMLDS2	FAT atypical cadherin 4	Homo sapiens
dd_Smed_v6_301_0_1	788	PLDB	1.00E-22	e-value	NP_001120666.1	CNBP CNBP1 DM2 PROMM RNF163 ZCCHC22 ZNF9	CCHC-type zinc finger nucleic acid binding protein	Homo sapiens
dd_Smed_v6_3039_0_1	839	PLDB	2.00E-18	e-value	NP_004243.1	SLC9A3R1 EBP50 NHERF NHERF-1 NHERF1 NPHLOP2	SLC9A3 regulator 1	Homo sapiens
dd_Smed_v6_3040_0_1	1501	PLDB	2.00E-22	e-value	NP_005929.2	FOXO4 AFX AFX1 MLLT7	forkhead box O4	Homo sapiens
dd_Smed_v6_30453_0_1	554	PLDB	1.00E-31	e-value	NP_004488.2	FOXA3 FKHH3 HNF3G TCF3G	forkhead box A3	Homo sapiens
dd_Smed_v6_30478_0_1	394	PLDB	2.00E-32	e-value	NP_000515.2	HTR1A 5-HT-1A 5-HT1A 5HT1a ADRB2RL1 ADRBRL1 G-21 PFMCD	5-hydroxytryptamine receptor 1A	Homo sapiens
dd_Smed_v6_30729_0_1	2093	PLDB	1.00E-30	e-value	NP_000515.2	HTR1A 5-HT-1A 5-HT1A 5HT1a ADRB2RL1 ADRBRL1 G-21 PFMCD	5-hydroxytryptamine receptor 1A	Homo sapiens
dd_Smed_v6_3097_0_1	2069	PLDB	7.00E-26	e-value	NP_004610.1	TRAF5 MGC:39780 RNF84	TNF receptor associated factor 5	Homo sapiens
dd_Smed_v6_31015_0_1	1279	PLDB	6.00E-71	e-value	NP_150645.2	ADRA1A ADRA1C ADRA1L1 ALPHA1AAR	adrenoceptor alpha 1A	Homo sapiens
dd_Smed_v6_3107_0_1	4797	PLDB	2.00E-108	e-value	NP_722522.1	RASGRF1 CDC25 CDC25L GNRP GRF1 GRF55 H-GRF55 PP13187 ras-GRF1	Ras protein specific guanine nucleotide releasing factor 1	Homo sapiens
dd_Smed_v6_31215_0_1	594	PLDB	1.00E-86	e-value	NP_002056.2	GLUL GLNS GS PIG43 PIG59	glutamate-ammonia ligase	Homo sapiens
dd_Smed_v6_31236_0_1	555	PLDB	9.00E-48	e-value	NP_003459.2	FZD5 C2orf31 HFZ5	frizzled class receptor 5	Homo sapiens
dd_Smed_v6_3130_0_1	1132	PLDB	9.00E-46	e-value	NP_001941.2	E2F4 E2F-4	E2F transcription factor 4	Homo sapiens
dd_Smed_v6_3147_0_1	2068	PLDB	2.00E-139	e-value	NP_005408.1	SRC ASV SRC1 c-SRC p60-Src	"SRC proto-oncogene, non-receptor tyrosine kinase"	Homo sapiens
dd_Smed_v6_31502_0_1	1046	PLDB	2.00E-119	e-value	NP_001777.1	CDK1 CDC2 CDC28A P34CDC2	cyclin-dependent kinase 1	Homo sapiens
dd_Smed_v6_3157_0_1	851	PLDB	5.00E-12	e-value	NP_057178.2	COMMD2	COMM domain containing 2	Homo sapiens
dd_Smed_v6_3164_0_1	1390	PLDB	1.00E-74	e-value	NP_004569.2	RAB4A HRES-1 HRES-1/RAB4 HRES1 RAB4	"RAB4A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_3164_0_2	1378	PLDB	1.00E-74	e-value	NP_004569.2	RAB4A HRES-1 HRES-1/RAB4 HRES1 RAB4	"RAB4A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_3170_0_1	2481	PLDB	0	e-value	NP_068768.2	ATP2B3 CFAP39 CLA2 OPCA PMCA3 PMCA3a SCAX1	ATPase plasma membrane Ca2  transporting 3	Homo sapiens
