Transcript_Id	Length	Source	evalue	Symbol	Blast_Symbol	Blast_Description	Target_Species
dd_Smed_v6_4315_0_1	1322	PLDB	5.00E-139	NP_005035.1	PRKX PKX1	"protein kinase, X-linked"	Homo sapiens
dd_Smed_v6_4317_0_1	850	PLDB	2.00E-27	NP_066545.3	GINS1 PSF1	GINS complex subunit 1	Homo sapiens
dd_Smed_v6_4320_0_1	1445	PLDB	9.00E-163	NP_742127.1	CAMK2D CAMKD	calcium/calmodulin dependent protein kinase II delta	Homo sapiens
dd_Smed_v6_4321_0_1	2167	PLDB	3.00E-111	XP_006716036.1	IMPDH1 IMPD IMPD1 LCA11 RP10 sWSS2608	IMP (inosine 5'-monophosphate) dehydrogenase 1	Homo sapiens
dd_Smed_v6_4329_0_1	1998	PLDB	4.00E-49	NP_659434.2	FLCN BHD FLCL	folliculin	Homo sapiens
dd_Smed_v6_4330_0_1	1870	PLDB	2.00E-103	NP_003185.1	TBP GTF2D GTF2D1 HDL4 SCA17 TFIID	TATA box binding protein	Homo sapiens
dd_Smed_v6_4335_0_1	2085	PLDB	7.00E-47	NP_542775.2	SYTL4 SLP4	synaptotagmin like 4	Homo sapiens
dd_Smed_v6_4341_0_1	822	PLDB	5.00E-21	NP_002937.1	RPA2 REPA2 RP-A p32 RP-A p34 RPA32	replication protein A2	Homo sapiens
dd_Smed_v6_4344_0_1	2070	PLDB	8.00E-19	XP_005248971.1	FGD2 ZFYVE4	"FYVE, RhoGEF and PH domain containing 2"	Homo sapiens
dd_Smed_v6_43453_0_1	999	PLDB	2.00E-24	NP_443155.1	ZBED9 Buster4 SCAND3 ZFP38-L ZNF305P2 ZNF452 dJ1186N24.3	"zinc finger, BED-type containing 9"	Homo sapiens
dd_Smed_v6_4345_0_1	1453	PLDB	3.00E-160	NP_057030.3	PELO PRO1770	pelota homolog (Drosophila)	Homo sapiens
dd_Smed_v6_4346_0_1	957	PLDB	1.00E-111	NP_116558.1	POLR2C RPB3 RPB31 hRPB33 hsRPB3	polymerase (RNA) II subunit C	Homo sapiens
dd_Smed_v6_4349_0_1	4601	PLDB	0	NP_001866.2	CPS1 CPSASE1 PHN	carbamoyl-phosphate synthase 1	Homo sapiens
dd_Smed_v6_4360_0_1	2713	PLDB	1.00E-61	NP_055953.3	RTF1 GTL7 KIAA0252	"RTF1 homolog, Paf1/RNA polymerase II complex component"	Homo sapiens
dd_Smed_v6_4362_0_1	528	PLDB	4.00E-35	NP_004796.1	POLR2D HSRBP4 HSRPB4 RBP4 RPB16	polymerase (RNA) II subunit D	Homo sapiens
dd_Smed_v6_4364_0_1	768	PLDB	2.00E-46	NP_005863.1	BCAS2 DAM1 SPF27 Snt309	breast carcinoma amplified sequence 2	Homo sapiens
dd_Smed_v6_4365_0_1	1329	PLDB	5.00E-151	NP_060517.1	RBM22 Cwc2 ZC3H16 fSAP47	RNA binding motif protein 22	Homo sapiens
dd_Smed_v6_43674_0_1	1292	PLDB	5.00E-45	NP_443155.1	ZBED9 Buster4 SCAND3 ZFP38-L ZNF305P2 ZNF452 dJ1186N24.3	"zinc finger, BED-type containing 9"	Homo sapiens
dd_Smed_v6_4373_0_1	1813	PLDB	5.00E-49	NP_009101.2	TESK2	testis-specific kinase 2	Homo sapiens
dd_Smed_v6_4376_0_1	7382	PLDB	3.00E-91	NP_009041.2	TEP1 TLP1 TP1 TROVE1 VAULT2 p240	telomerase associated protein 1	Homo sapiens
dd_Smed_v6_4377_0_3	4746	PLDB	0	NP_037523.2	DMGDH DMGDHD ME2GLYDH	dimethylglycine dehydrogenase	Homo sapiens
dd_Smed_v6_4377_0_4	2892	PLDB	0	NP_037523.2	DMGDH DMGDHD ME2GLYDH	dimethylglycine dehydrogenase	Homo sapiens
dd_Smed_v6_4378_0_1	2328	PLDB	3.00E-146	NP_075053.2	SLC30A5 ZNT5 ZNTL1 ZTL1 ZnT-5	solute carrier family 30 member 5	Homo sapiens
dd_Smed_v6_437_0_1	679	PLDB	2.00E-70	NP_000971.1	RPL18A L18A	ribosomal protein L18a	Homo sapiens
dd_Smed_v6_4383_0_1	1592	PLDB	4.00E-18	NP_001139542.1	TDRD3	tudor domain containing 3	Homo sapiens
dd_Smed_v6_4384_0_1	1695	PLDB	3.00E-154	NP_006273.1	STK4 KRS2 MST1 TIIAC YSK3	serine/threonine kinase 4	Homo sapiens
dd_Smed_v6_4386_0_1	1257	PLDB	3.00E-87	NP_116253.2	PRPF38A Prp38	pre-mRNA processing factor 38A	Homo sapiens
dd_Smed_v6_4387_0_1	3743	PLDB	0	NP_004810.2	SYMPK SPK SYM	symplekin	Homo sapiens
dd_Smed_v6_43889_0_1	629	PLDB	1.00E-32	NP_937998.1	SPO11 CT35 SPATA43 TOPVIA	"SPO11, initiator of meiotic double stranded breaks"	Homo sapiens
dd_Smed_v6_4388_0_1	1277	PLDB	1.00E-154	NP_006561.1	RRAGA FIP-1 FIP1 RAGA	Ras related GTP binding A	Homo sapiens
dd_Smed_v6_4393_0_1	2081	PLDB	0	NP_005456.1	AKT3 MPPH PKB-GAMMA PKBG PRKBG RAC-PK-gamma RAC-gamma STK-2	v-akt murine thymoma viral oncogene homolog 3	Homo sapiens
dd_Smed_v6_4399_0_1	1430	PLDB	1.00E-135	NP_004626.1	MAPKAPK3 3PK MAPKAP-K3 MAPKAP3 MAPKAPK-3 MK-3	mitogen-activated protein kinase-activated protein kinase 3	Homo sapiens
dd_Smed_v6_44027_0_1	505	PLDB	8.00E-06	XP_006713360.1	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_4405_0_1	3310	PLDB	1.00E-92	NP_004652.2	CDC23 ANAPC8 APC8 CUT23	cell division cycle 23	Homo sapiens
dd_Smed_v6_44071_0_1	1880	PLDB	1.00E-50	NP_001193775.1	ASPM ASP Calmbp1 MCPH5	abnormal spindle microtubule assembly	Homo sapiens
dd_Smed_v6_44110_0_1	1075	PLDB	1.00E-31	XP_005277638.1	GTF2IRD2B	GTF2I repeat domain containing 2B	Homo sapiens
dd_Smed_v6_4413_0_1	1545	PLDB	1.00E-15	NP_037395.2	BRD7 BP75 CELTIX1 NAG4	bromodomain containing 7	Homo sapiens
dd_Smed_v6_4425_0_1	3424	PLDB	6.00E-169	XP_006718507.1	MARK2 EMK-1 EMK1 PAR-1 Par-1b Par1b	MAP/microtubule affinity-regulating kinase 2	Homo sapiens
dd_Smed_v6_4426_0_1	3567	PLDB	2.00E-64	NP_075391.3	INTS3 C1orf193 C1orf60 INT3 SOSS-A SOSSA	integrator complex subunit 3	Homo sapiens
dd_Smed_v6_4429_0_1	1117	PLDB	6.00E-77	NP_065087.1	ENTPD7 LALP1	ectonucleoside triphosphate diphosphohydrolase 7	Homo sapiens
dd_Smed_v6_4435_0_1	949	PLDB	9.00E-50	NP_002639.1	PIM1 PIM	"Pim-1 proto-oncogene, serine/threonine kinase"	Homo sapiens
dd_Smed_v6_4436_0_1	3095	PLDB	5.00E-172	NP_056190.1	DSTYK CAKUT1 DustyPK RIP5 RIPK5	dual serine/threonine and tyrosine protein kinase	Homo sapiens
dd_Smed_v6_4443_0_1	1121	PLDB	4.00E-48	NP_005491.1	SAE1 AOS1 HSPC140 SUA1 UBLE1A	SUMO1 activating enzyme subunit 1	Homo sapiens
dd_Smed_v6_44519_0_1	655	PLDB	3.00E-13	NP_694881.1	HSPA8 HEL-33 HEL-S-72p HSC54 HSC70 HSC71 HSP71 HSP73 HSPA10 LAP-1 LAP1 NIP71	heat shock protein family A (Hsp70) member 8	Homo sapiens
dd_Smed_v6_4456_0_1	1875	PLDB	2.00E-43	NP_071760.2	DNAJC1 DNAJL1 ERdj1 HTJ1 MTJ1	DnaJ heat shock protein family (Hsp40) member C1	Homo sapiens
dd_Smed_v6_44615_0_1	725	PLDB	8.00E-14	NP_002257.1	KPNA2 IPOA1 QIP2 RCH1 SRP1alpha	"karyopherin alpha 2 (RAG cohort 1, importin alpha 1)"	Homo sapiens
dd_Smed_v6_44620_0_1	565	PLDB	3.00E-09	XP_005277638.1	GTF2IRD2B	GTF2I repeat domain containing 2B	Homo sapiens
dd_Smed_v6_4463_0_1	1638	PLDB	2.00E-29	NP_060835.1	MNS1 SPATA40	meiosis specific nuclear structural 1	Homo sapiens
dd_Smed_v6_4464_0_1	2420	PLDB	0	NP_002728.1	PRKCA AAG6 PKC-alpha PKCA PRKACA	protein kinase C alpha	Homo sapiens
dd_Smed_v6_44784_0_1	300	PLDB	5.00E-18	XP_006713355.1	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_4480_0_1	645	PLDB	2.00E-64	NP_036272.2	SLC25A10 DIC	solute carrier family 25 member 10	Homo sapiens
dd_Smed_v6_4481_0_1	1807	PLDB	2.00E-163	NP_068756.2	EEFSEC EFSEC SELB	"eukaryotic elongation factor, selenocysteine-tRNA-specific"	Homo sapiens
dd_Smed_v6_4482_0_1	1612	PLDB	6.00E-20	NP_853553.1	AUP1	ancient ubiquitous protein 1	Homo sapiens
dd_Smed_v6_4486_0_1	3058	PLDB	6.00E-109	XP_006713618.1	TNIK	TRAF2 and NCK interacting kinase	Homo sapiens
dd_Smed_v6_4487_0_1	1268	PLDB	2.00E-52	XP_005272189.1	H2AFY H2A.y H2A/y H2AF12M H2AFJ MACROH2A1.1 mH2A1 macroH2A1.2	"H2A histone family, member Y"	Homo sapiens
dd_Smed_v6_4490_0_1	3156	PLDB	3.00E-36	NP_002834.3	PTPRJ CD148 DEP1 HPTPeta R-PTP-ETA SCC1	"protein tyrosine phosphatase, receptor type J"	Homo sapiens
dd_Smed_v6_4491_0_1	973	PLDB	2.00E-43	NP_057123.1	C14orf166 CGI99 CLE CLE7 LCRP369 RLLM1	chromosome 14 open reading frame 166	Homo sapiens
dd_Smed_v6_4501_0_1	1289	PLDB	4.00E-34	NP_003575.2	DUSP11 PIR1	dual specificity phosphatase 11	Homo sapiens
dd_Smed_v6_4502_0_1	1052	PLDB	2.00E-79	NP_009109.3	STRAP MAWD PT-WD UNRIP	serine/threonine kinase receptor associated protein	Homo sapiens
dd_Smed_v6_4503_0_1	3925	PLDB	0	XP_005248779.1	MYO6 DFNA22 DFNB37	myosin VI	Homo sapiens
dd_Smed_v6_4511_0_1	3078	PLDB	1.00E-82	NP_036602.1	TNPO3 IPO12 LGMD1F MTR10A TRN-SR TRN-SR2 TRNSR	transportin 3	Homo sapiens
dd_Smed_v6_45156_0_1	861	PLDB	3.00E-26	XP_005264587.1	TIA1 TIA-1 WDM	TIA1 cytotoxic granule-associated RNA binding protein	Homo sapiens
dd_Smed_v6_4515_0_1	2662	PLDB	2.00E-70	XP_005259716.1	DOT1L DOT1 KMT4	DOT1-like histone H3K79 methyltransferase	Homo sapiens
dd_Smed_v6_4517_0_1	2450	PLDB	3.00E-41	XP_005248817.1	SMAP1 SMAP-1	small ArfGAP 1	Homo sapiens
dd_Smed_v6_4522_0_1	3247	PLDB	2.00E-118	NP_060189.3	SNRK HSNFRK	SNF related kinase	Homo sapiens
dd_Smed_v6_45250_0_1	438	PLDB	4.00E-61	NP_001243728.1	GAPDH G3PD GAPD HEL-S-162eP	glyceraldehyde-3-phosphate dehydrogenase	Homo sapiens
dd_Smed_v6_45276_0_1	537	PLDB	1.00E-32	NP_001157284.1	C10orf2 ATXN8 IOSCA MTDPS7 PEO PEO1 PEOA3 SANDO SCA8 TWINL	chromosome 10 open reading frame 2	Homo sapiens
dd_Smed_v6_4530_0_1	1281	PLDB	4.00E-38	NP_116294.1	RBM17 SPF45	RNA binding motif protein 17	Homo sapiens
dd_Smed_v6_4536_0_1	1185	PLDB	3.00E-82	NP_060502.1	LUC7L LUC7-LIKE LUC7B1 Luc7 SR 89 hLuc7B1	LUC7-like (S. cerevisiae)	Homo sapiens
dd_Smed_v6_45377_0_1	375	PLDB	2.00E-05	XP_006713360.1	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_4539_0_1	2114	PLDB	8.00E-32	NP_443086.1	CREB3L1 OASIS	cAMP responsive element binding protein 3-like 1	Homo sapiens
dd_Smed_v6_45415_0_1	472	PLDB	6.00E-14	XP_006713360.1	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_4547_0_1	1265	PLDB	9.00E-75	NP_056468.3	RIBC2 C22orf11 TRIB	RIB43A domain with coiled-coils 2	Homo sapiens
dd_Smed_v6_4553_0_1	2925	PLDB	1.00E-27	XP_005260588.1	STK4 KRS2 MST1 TIIAC YSK3	serine/threonine kinase 4	Homo sapiens
dd_Smed_v6_45542_0_1	430	PLDB	3.00E-08	NP_002639.1	PIM1 PIM	"Pim-1 proto-oncogene, serine/threonine kinase"	Homo sapiens
dd_Smed_v6_4560_0_1	1325	PLDB	5.00E-37	NP_001507.2	GTF2H3 BTF2 P34 TFB4 TFIIH	general transcription factor IIH subunit 3	Homo sapiens
dd_Smed_v6_4561_0_1	2787	PLDB	0	NP_001884.2	CSNK1D ASPS CKIdelta FASPS2 HCKID	casein kinase 1 delta	Homo sapiens
dd_Smed_v6_4572_0_1	1993	PLDB	2.00E-126	NP_001012496.1	U2AF2 U2AF65	U2 small nuclear RNA auxiliary factor 2	Homo sapiens
dd_Smed_v6_4578_0_1	2147	PLDB	5.00E-79	NP_002915.3	RGS7	regulator of G-protein signaling 7	Homo sapiens
dd_Smed_v6_457_0_1	623	PLDB	5.00E-63	NP_066953.1	PPIA CYPA CYPH HEL-S-69p	peptidylprolyl isomerase A	Homo sapiens
dd_Smed_v6_45876_0_1	234	PLDB	1.00E-13	NP_002711.1	PPP4C PP4 PP4C PPH3 PPP4 PPX	"protein phosphatase 4, catalytic subunit"	Homo sapiens
dd_Smed_v6_458_0_1	386	PLDB	6.00E-48	NP_061828.1	UBB	ubiquitin B	Homo sapiens
dd_Smed_v6_4595_0_1	3955	PLDB	0	NP_060023.1	INO80 INO80A INOC1 hINO80	INO80 complex subunit	Homo sapiens
dd_Smed_v6_4605_0_1	2262	PLDB	5.00E-89	NP_940869.2	RSBN1L	round spermatid basic protein 1 like	Homo sapiens
dd_Smed_v6_4606_0_1	796	PLDB	1.00E-54	NP_006212.1	PIN1 DOD UBL5	"peptidylprolyl cis/trans isomerase, NIMA-interacting 1"	Homo sapiens
dd_Smed_v6_46088_0_2	426	PLDB	3.00E-22	XP_006713358.1	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_4609_0_1	2084	PLDB	3.00E-108	NP_001098684.1	ASH2L ASH2 ASH2L1 ASH2L2 Bre2	ASH2 like histone lysine methyltransferase complex subunit	Homo sapiens
dd_Smed_v6_4613_0_1	1292	PLDB	3.00E-83	NP_060941.2	ZC3H15 HT010 LEREPO4 MSTP012	zinc finger CCCH-type containing 15	Homo sapiens
dd_Smed_v6_4619_0_1	1486	PLDB	3.00E-36	NP_009138.1	DUSP10 MKP-5 MKP5	dual specificity phosphatase 10	Homo sapiens
dd_Smed_v6_461_0_1	1411	PLDB	9.00E-86	NP_006752.1	YWHAE 14-3-3E HEL2 KCIP-1 MDCR MDS	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	Homo sapiens
dd_Smed_v6_46209_0_1	702	PLDB	3.00E-25	NP_001273187.1	PKNOX1 PREP1 pkonx1c	PBX/knotted 1 homeobox 1	Homo sapiens
dd_Smed_v6_4620_0_1	442	PLDB	5.00E-21	NP_001074305.1	MEIG1 SPATA39 bA2K17.3	meiosis/spermiogenesis associated 1	Homo sapiens
dd_Smed_v6_4631_0_1	520	PLDB	9.00E-13	NP_002406.1	MIF GIF GLIF MMIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	Homo sapiens
dd_Smed_v6_4632_0_1	1723	PLDB	3.00E-54	NP_056289.2	SAMHD1 CHBL2 DCIP HDDC1 MOP-5 SBBI88	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	Homo sapiens
dd_Smed_v6_46372_0_1	793	PLDB	3.00E-68	XP_006712486.1	GLI2 HPE9 PHS2 THP1 THP2	GLI family zinc finger 2	Homo sapiens
dd_Smed_v6_4639_0_1	3432	PLDB	2.00E-83	XP_006721532.1	DVL2	dishevelled segment polarity protein 2	Homo sapiens
dd_Smed_v6_46458_0_1	820	PLDB	7.00E-16	XP_005271971.2	DCP2 NUDT20	decapping mRNA 2	Homo sapiens
dd_Smed_v6_464_0_1	725	PLDB	2.00E-52	NP_061820.1	CYCS CYC HCS THC4	"cytochrome c, somatic"	Homo sapiens
dd_Smed_v6_46627_0_1	949	PLDB	1.00E-95	XP_005248445.1	TRIP13 16E1BP	thyroid hormone receptor interactor 13	Homo sapiens
dd_Smed_v6_46671_0_1	449	PLDB	3.00E-14	XP_006713358.1	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_4673_0_1	1121	PLDB	1.00E-115	NP_057039.1	MEMO1 C2orf4 MEMO NS5ATP7	mediator of cell motility 1	Homo sapiens
dd_Smed_v6_4681_0_1	1599	PLDB	2.00E-24	NP_071354.2	SH2D4A PPP1R38 SH2A	SH2 domain containing 4A	Homo sapiens
dd_Smed_v6_46841_0_1	803	PLDB	3.00E-08	XP_006713360.1	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_4687_0_1	720	PLDB	6.00E-13	NP_078865.1	ROGDI KTZS	rogdi homolog	Homo sapiens
dd_Smed_v6_46903_0_1	440	PLDB	1.00E-08	NP_037369.1	PRELID1 PRELI PX19 SBBI12	PRELI domain containing 1	Homo sapiens
dd_Smed_v6_4691_0_1	1362	PLDB	7.00E-83	NP_001035963.1	SLC35A2 CDG2M CDGX UDP-Gal-Tr UGALT UGAT UGT UGT1 UGT2 UGTL	solute carrier family 35 member A2	Homo sapiens
dd_Smed_v6_4698_0_1	6383	PLDB	1.00E-119	NP_079199.2	NUP210 GP210 POM210	nucleoporin 210kDa	Homo sapiens
dd_Smed_v6_4701_0_1	1036	PLDB	8.00E-11	NP_055819.2	EXOSC7 EAP1 RRP42 Rrp42p hRrp42p p8	exosome component 7	Homo sapiens
dd_Smed_v6_47050_0_1	360	PLDB	4.00E-40	NP_001269547.1	GNAI2 GIP GNAI2B H_LUCA15.1 H_LUCA16.1	G protein subunit alpha i2	Homo sapiens
dd_Smed_v6_4706_1_1	1593	PLDB	8.00E-116	NP_001193762.1	KAT5 ESA1 HTATIP HTATIP1 PLIP TIP TIP60 ZC2HC5 cPLA2	lysine acetyltransferase 5	Homo sapiens
dd_Smed_v6_47084_0_1	599	PLDB	4.00E-63	NP_005774.2	TXNDC9 APACD PHLP3	thioredoxin domain containing 9	Homo sapiens
dd_Smed_v6_4712_0_1	2334	PLDB	0	NP_005907.3	MCM7 CDC47 MCM2 P1.1-MCM3 P1CDC47 P85MCM PNAS146 PPP1R104	minichromosome maintenance complex component 7	Homo sapiens
dd_Smed_v6_4713_0_1	1594	PLDB	1.00E-40	NP_847884.2	RILPL1 GOSPEL RLP1	Rab interacting lysosomal protein-like 1	Homo sapiens
dd_Smed_v6_471_0_1	622	PLDB	1.00E-88	NP_006079.1	TUBB4B Beta2 TUBB2 TUBB2C	tubulin beta 4B class IVb	Homo sapiens
dd_Smed_v6_4721_0_1	5940	PLDB	3.00E-49	NP_055429.2	PSME4 PA200	proteasome activator subunit 4	Homo sapiens
dd_Smed_v6_4722_0_1	1315	PLDB	3.00E-48	NP_002747.2	MAP2K3 MAPKK3 MEK3 MKK3 PRKMK3 SAPKK-2 SAPKK2	mitogen-activated protein kinase kinase 3	Homo sapiens
dd_Smed_v6_4727_0_1	1826	PLDB	1.00E-33	NP_054768.2	ACAD9 NPD002	acyl-CoA dehydrogenase family member 9	Homo sapiens
dd_Smed_v6_472_0_1	527	PLDB	7.00E-69	NP_006079.1	TUBB4B Beta2 TUBB2 TUBB2C	tubulin beta 4B class IVb	Homo sapiens
dd_Smed_v6_4738_0_1	1844	PLDB	0	NP_002645.3	PKM CTHBP HEL-S-30 OIP3 PK3 PKM2 TCB THBP1	"pyruvate kinase, muscle"	Homo sapiens
dd_Smed_v6_4742_0_1	3756	PLDB	6.00E-85	NP_057315.3	NLK	nemo like kinase	Homo sapiens
dd_Smed_v6_47441_0_1	987	PLDB	1.00E-09	XP_006713355.1	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_4747_0_1	3056	PLDB	0	NP_004238.3	EFTUD2 MFDGA MFDM SNRNP116 Snrp116 Snu114 U5-116KD	elongation factor Tu GTP binding domain containing 2	Homo sapiens
dd_Smed_v6_4749_0_1	2100	PLDB	0	NP_057736.4	CRNKL1 CLF CRN Clf1 HCRN MSTP021 SYF3	crooked neck pre-mRNA splicing factor 1	Homo sapiens
dd_Smed_v6_4755_0_1	3414	PLDB	3.00E-159	XP_005266019.1	NSD1 ARA267 KMT3B SOTOS SOTOS1 STO	nuclear receptor binding SET domain protein 1	Homo sapiens
dd_Smed_v6_4758_0_1	1924	PLDB	4.00E-121	NP_001257339.1	LIN9 BARA BARPsv Lin-9 TGS TGS1 TGS2	lin-9 DREAM MuvB core complex component	Homo sapiens
dd_Smed_v6_4761_0_1	2737	PLDB	0	NP_001001891.2	ANO7 D-TMPP DTMPP IPCA-5 IPCA5 NGEP PCANAP5 PCANAP5L TMEM16G	anoctamin 7	Homo sapiens
dd_Smed_v6_4762_0_1	1808	PLDB	0	NP_001139628.1	GSK3B	glycogen synthase kinase 3 beta	Homo sapiens
dd_Smed_v6_47659_0_1	457	PLDB	9.00E-06	NP_660206.2	HMGB4 dJ1007G16.5	high mobility group box 4	Homo sapiens
dd_Smed_v6_4767_0_1	2535	PLDB	3.00E-81	NP_001008226.1	CNOT4 CLONE243 NOT4 NOT4H	CCR4-NOT transcription complex subunit 4	Homo sapiens
dd_Smed_v6_4773_0_1	1388	PLDB	7.00E-112	NP_001121167.1	CTSA GLB2 GSL NGBE PPCA PPGB	cathepsin A	Homo sapiens
dd_Smed_v6_4775_0_1	1181	PLDB	6.00E-53	NP_060091.1	ALKBH4 ABH4	"alkB homolog 4, lysine demethylase"	Homo sapiens
dd_Smed_v6_4779_0_1	2643	PLDB	6.00E-64	NP_683723.2	EPN2 EHB21	epsin 2	Homo sapiens
dd_Smed_v6_477_0_1	1002	PLDB	4.00E-05	NP_057703.1	PLAC8 C15 DGIC onzin	placenta-specific 8	Homo sapiens
dd_Smed_v6_47836_0_1	618	PLDB	2.00E-16	NP_006506.3	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_4784_0_1	2329	PLDB	3.00E-164	NP_002567.3	PAK1 PAKalpha	p21 (RAC1) activated kinase 1	Homo sapiens
dd_Smed_v6_4787_0_1	940	PLDB	6.00E-17	NP_001123628.1	MLF1	myeloid leukemia factor 1	Homo sapiens
dd_Smed_v6_4790_0_1	523	PLDB	1.00E-11	NP_938057.1	VWA5A BCSC-1 BCSC1 LOH11CR2A	von Willebrand factor A domain containing 5A	Homo sapiens
dd_Smed_v6_4794_0_1	3273	PLDB	8.00E-50	NP_852664.1	PIK3R1 AGM7 GRB1 p85 p85-ALPHA	"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)"	Homo sapiens
dd_Smed_v6_4795_0_1	3125	PLDB	8.00E-134	XP_005251530.1	NFX1 NFX2 TEG-42 Tex42	"nuclear transcription factor, X-box binding 1"	Homo sapiens
dd_Smed_v6_4799_0_1	3661	PLDB	6.00E-44	NP_055860.1	WAPAL FOE KIAA0261 WAPL	wings apart-like homolog (Drosophila)	Homo sapiens
dd_Smed_v6_4800_0_1	4732	PLDB	0	NP_005391.1	PRKCE PKCE nPKC-epsilon	protein kinase C epsilon	Homo sapiens
dd_Smed_v6_4802_0_1	1457	PLDB	3.00E-45	NP_001229529.1	RBM39 CAPER CAPERalpha FSAP59 HCC1 RNPC2	RNA binding motif protein 39	Homo sapiens
dd_Smed_v6_4807_0_1	2955	PLDB	1.00E-84	XP_005260031.1	CC2D1A FREUD-1 Freud-1/Aki1 MRT3	coiled-coil and C2 domain containing 1A	Homo sapiens
dd_Smed_v6_4815_0_1	4853	PLDB	0	NP_001348.2	DHX9 DDX9 LKP NDH2 NDHII RHA	DEAH-box helicase 9	Homo sapiens
dd_Smed_v6_4817_0_1	1463	PLDB	2.00E-78	NP_060551.2	WRAP53 DKCB3 TCAB1 WDR79	WD repeat containing antisense to TP53	Homo sapiens
dd_Smed_v6_481_0_1	585	PLDB	3.00E-16	NP_000983.1	RPL29 HIP HUMRPL29 L29 RPL29P10 RPL29_3_370	ribosomal protein L29	Homo sapiens
dd_Smed_v6_481_1_1	3461	PLDB	8.00E-71	NP_009166.2	XPOT XPO3	exportin for tRNA	Homo sapiens
dd_Smed_v6_4821_0_1	1950	PLDB	1.00E-74	NP_060241.2	PXK MONaKA	PX domain containing serine/threonine kinase	Homo sapiens
dd_Smed_v6_4827_0_1	1298	PLDB	7.00E-06	NP_004611.1	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_482_0_1	3163	PLDB	0	NP_009057.1	VCP ALS14 HEL-220 HEL-S-70 IBMPFD IBMPFD1 TERA p97	valosin containing protein	Homo sapiens
dd_Smed_v6_48368_0_1	626	PLDB	2.00E-64	NP_060391.2	NPLOC4 NPL4	"NPL4 homolog, ubiquitin recognition factor"	Homo sapiens
dd_Smed_v6_48389_0_1	378	PLDB	9.00E-38	NP_037377.1	VPS4A SKD1 SKD1A SKD2 VPS4 VPS4-1	vacuolar protein sorting 4 homolog A	Homo sapiens
dd_Smed_v6_4839_0_1	1804	PLDB	1.00E-31	NP_008938.2	CPSF6 CFIM CFIM68 HPBRII-4 HPBRII-7	cleavage and polyadenylation specific factor 6	Homo sapiens
dd_Smed_v6_48430_0_1	490	PLDB	2.00E-29	XP_005260840.1	OVOL2 EUROIMAGE566589 ZNF339	ovo-like zinc finger 2	Homo sapiens
dd_Smed_v6_4843_0_1	1053	PLDB	3.00E-122	NP_037374.1	CFAP20 C16orf80 EVORF GTL3 fSAP23	cilia and flagella associated protein 20	Homo sapiens
dd_Smed_v6_4847_0_1	3290	PLDB	2.00E-39	XP_005265020.1	TRAK1 MILT1 OIP106	trafficking kinesin protein 1	Homo sapiens
dd_Smed_v6_48508_0_1	583	PLDB	4.00E-49	NP_002754.2	PROX1	prospero homeobox 1	Homo sapiens
dd_Smed_v6_4850_0_1	2981	PLDB	4.00E-67	XP_006713048.1	CTNNB1 CTNNB MRD19 armadillo	catenin beta 1	Homo sapiens
dd_Smed_v6_4852_0_1	2568	PLDB	4.00E-122	NP_006339.3	COG5 CDG2I GOLTC1 GTC90	component of oligomeric golgi complex 5	Homo sapiens
dd_Smed_v6_4855_0_1	1081	PLDB	3.00E-21	NP_009207.2	CBX3 HECH HP1-GAMMA HP1Hs-gamma	chromobox 3	Homo sapiens
dd_Smed_v6_4866_0_1	3054	PLDB	1.00E-146	XP_005257515.1	CDK12 CRK7 CRKR CRKRS	cyclin-dependent kinase 12	Homo sapiens
dd_Smed_v6_48728_0_1	491	PLDB	5.00E-09	NP_003715.3	JRK JH8 jerky	Jrk helix-turn-helix protein	Homo sapiens
dd_Smed_v6_48732_0_1	1405	PLDB	2.00E-124	NP_001265115.1	HERC4	HECT and RLD domain containing E3 ubiquitin protein ligase 4	Homo sapiens
dd_Smed_v6_4873_0_1	880	PLDB	1.00E-41	NP_002119.1	HMGB1 HMG1 HMG3 SBP-1	high mobility group box 1	Homo sapiens
