Transcript > Id	Transcript > Length	Transcript > Source	Transcript > Blast Sequence Features > evalue	Transcript > Blast Sequence Features > Blast Domain > Symbol	Transcript > Blast Sequence Features > Blast Description	Transcript > Blast Sequence Features > Target Species
dd_Smed_v6_1793_0_1	659	PLDB	8.00E-77	PPP2CA PP2Ac PP2CA PP2Calpha RP-C	protein phosphatase 2 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_18077_0_1	1097	PLDB	1.00E-36	B3GNT5 B3GN-T5 beta3Gn-T5	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"	Homo sapiens
dd_Smed_v6_1807_0_1	1939	PLDB	1.00E-168	ATAD3B AAA-TOB3 TOB3	"ATPase family, AAA domain containing 3B"	Homo sapiens
dd_Smed_v6_18101_0_1	1895	PLDB	1.00E-151	MCM9 C6orf61 MCMDC1 dJ329L24.1 dJ329L24.3	minichromosome maintenance complex component 9	Homo sapiens
dd_Smed_v6_18130_0_1	1940	PLDB	4.00E-85	DAK NET45	dihydroxyacetone kinase 2 homolog (S. cerevisiae)	Homo sapiens
dd_Smed_v6_1817_0_1	2378	PLDB	0	ACSS2 ACAS2 ACECS ACS ACSA dJ1161H23.1	acyl-CoA synthetase short-chain family member 2	Homo sapiens
dd_Smed_v6_18206_0_1	558	PLDB	8.00E-07	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_18258_0_1	1104	PLDB	2.00E-47	HSD17B12 KAR SDR12C1	hydroxysteroid (17-beta) dehydrogenase 12	Homo sapiens
dd_Smed_v6_1847_0_1	4477	PLDB	0	USP7 HAUSP TEF1	ubiquitin specific peptidase 7 (herpes virus-associated)	Homo sapiens
dd_Smed_v6_18488_0_1	983	PLDB	3.00E-14	RRM2B MTDPS8A MTDPS8B P53R2	ribonucleotide reductase M2 B (TP53 inducible)	Homo sapiens
dd_Smed_v6_18527_0_1	1182	PLDB	2.00E-77	NT5C2 GMP NT5B PNT5 SPG45 SPG65 cN-II	"5'-nucleotidase, cytosolic II"	Homo sapiens
dd_Smed_v6_1855_0_1	1364	PLDB	0	PSMC3 TBP1	"proteasome 26S subunit, ATPase 3"	Homo sapiens
dd_Smed_v6_18576_0_1	642	PLDB	6.00E-12	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_18582_0_1	663	PLDB	2.00E-121	PSMC6 CADP44 HEL-S-73 P44 SUG2 p42	"proteasome 26S subunit, ATPase 6"	Homo sapiens
dd_Smed_v6_1858_0_1	4286	PLDB	0	MTHFD1 MTHFC MTHFD	"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"	Homo sapiens
dd_Smed_v6_18657_0_1	1803	PLDB	3.00E-25	XRCC1 RCC	X-ray repair complementing defective repair in Chinese hamster cells 1	Homo sapiens
dd_Smed_v6_1879_0_1	2284	PLDB	0	GFM1 COXPD1 EFG EFG1 EFGM EGF1 GFM hEFG1	"G elongation factor, mitochondrial 1"	Homo sapiens
dd_Smed_v6_1884_1_1	2075	PLDB	9.00E-86	HGSNAT HGNAT MPS3C TMEM76	heparan-alpha-glucosaminide N-acetyltransferase	Homo sapiens
dd_Smed_v6_1894_0_1	1670	PLDB	3.00E-87	PLD3 AD19 HU-K4 HUK4	phospholipase D family member 3	Homo sapiens
dd_Smed_v6_18961_0_1	1169	PLDB	3.00E-104	RECQL RECQL1 RecQ1	RecQ like helicase	Homo sapiens
dd_Smed_v6_18961_0_2	861	PLDB	6.00E-86	RECQL RECQL1 RecQ1	RecQ like helicase	Homo sapiens
dd_Smed_v6_18963_0_1	1019	PLDB	4.00E-46	YY1 DELTA INO80S NF-E1 UCRBP YIN-YANG-1	YY1 transcription factor	Homo sapiens
dd_Smed_v6_19035_0_1	1951	PLDB	1.00E-63	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_1913_0_1	1249	PLDB	1.00E-78	PSMD13 HSPC027 Rpn9 S11 p40.5	"proteasome 26S subunit, non-ATPase 13"	Homo sapiens
dd_Smed_v6_19166_0_1	1044	PLDB	5.00E-94	TOP2A TOP2 TP2A	topoisomerase (DNA) II alpha	Homo sapiens
dd_Smed_v6_1920_0_1	975	PLDB	2.00E-112	PCNA	proliferating cell nuclear antigen	Homo sapiens
dd_Smed_v6_1923_0_1	3418	PLDB	2.00E-88	SMAD4 DPC4 JIP MADH4 MYHRS	SMAD family member 4	Homo sapiens
dd_Smed_v6_1930_0_1	2177	PLDB	0	ABCE1 ABC38 OABP RLI RNASEL1 RNASELI RNS4I	ATP binding cassette subfamily E member 1	Homo sapiens
dd_Smed_v6_1934_0_1	1548	PLDB	2.00E-18	NEURL1B NEURL3 hNeur2 neur2	neuralized E3 ubiquitin protein ligase 1B	Homo sapiens
dd_Smed_v6_19448_0_1	1170	PLDB	1.00E-06	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_1945_0_1	3181	PLDB	0	DHX38 DDX38 PRP16 PRPF16	DEAH-box helicase 38	Homo sapiens
dd_Smed_v6_19480_0_1	4270	PLDB	4.00E-89	ABCC3 ABC31 EST90757 MLP2 MOAT-D MRP3 cMOAT2	ATP binding cassette subfamily C member 3	Homo sapiens
dd_Smed_v6_19480_0_2	4098	PLDB	4.00E-89	ABCC3 ABC31 EST90757 MLP2 MOAT-D MRP3 cMOAT2	ATP binding cassette subfamily C member 3	Homo sapiens
dd_Smed_v6_1950_0_1	877	PLDB	8.00E-45	XPA XP1 XPAC	"xeroderma pigmentosum, complementation group A"	Homo sapiens
dd_Smed_v6_19627_0_1	2074	PLDB	3.00E-121	ACSS3	acyl-CoA synthetase short-chain family member 3	Homo sapiens
dd_Smed_v6_1964_0_1	1091	PLDB	5.00E-90	PMM2 CDG1 CDG1a CDGS PMI PMI1 PMM 2	phosphomannomutase 2	Homo sapiens
dd_Smed_v6_1965_0_1	6315	PLDB	0	POLR2A POLR2 POLRA RPB1 RPBh1 RPO2 RPOL2 RpIILS hRPB220 hsRPB1	polymerase (RNA) II subunit A	Homo sapiens
dd_Smed_v6_196_0_1	2137	PLDB	0	PCK2 PEPCK PEPCK-M PEPCK2	"phosphoenolpyruvate carboxykinase 2, mitochondrial"	Homo sapiens
dd_Smed_v6_1974_0_1	1358	PLDB	1.00E-67	HAGH GLO2 GLX2 GLXII HAGH1	hydroxyacylglutathione hydrolase	Homo sapiens
dd_Smed_v6_198_0_1	1477	PLDB	4.00E-30	CELA1 ELA1	chymotrypsin like elastase family member 1	Homo sapiens
dd_Smed_v6_2001_0_1	708	PLDB	3.00E-18	UBB	ubiquitin B	Homo sapiens
dd_Smed_v6_2009_0_1	2817	PLDB	4.00E-146	ACSL5 ACS2 ACS5 FACL5	acyl-CoA synthetase long-chain family member 5	Homo sapiens
dd_Smed_v6_2020_0_1	1914	PLDB	0	FARSB FARSLB FRSB PheHB PheRS	"phenylalanyl-tRNA synthetase, beta subunit"	Homo sapiens
dd_Smed_v6_20223_0_1	2618	PLDB	4.00E-70	KIF1B CMT2 CMT2A CMT2A1 HMSNII KLP NBLST1	kinesin family member 1B	Homo sapiens
dd_Smed_v6_2022_0_1	1813	PLDB	5.00E-93	LPCAT1 AYTL2 PFAAP3 lpcat	lysophosphatidylcholine acyltransferase 1	Homo sapiens
dd_Smed_v6_20243_0_1	252	PLDB	1.00E-28	RPS27A CEP80 HEL112 S27A UBA80 UBC UBCEP1 UBCEP80	ribosomal protein S27a	Homo sapiens
dd_Smed_v6_20320_0_1	2047	PLDB	2.00E-61	POLQ POLH PRO0327	"polymerase (DNA directed), theta"	Homo sapiens
dd_Smed_v6_20355_0_1	1253	PLDB	7.00E-94	PDE7A HCP1 PDE7	phosphodiesterase 7A	Homo sapiens
dd_Smed_v6_20423_0_1	1669	PLDB	4.00E-49	RAD17 CCYC HRAD17 R24L RAD17SP RAD24	RAD17 checkpoint clamp loader component	Homo sapiens
dd_Smed_v6_2043_0_1	2285	PLDB	0	DHX15 DBP1 DDX15 HRH2 PRP43 PRPF43 PrPp43p	DEAH-box helicase 15	Homo sapiens
dd_Smed_v6_2045_0_1	1255	PLDB	0	PPP3CA CALN CALNA CALNA1 CCN1 CNA1 PPP2B	protein phosphatase 3 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_2045_1_1	1751	PLDB	0	SRP54	signal recognition particle 54kDa	Homo sapiens
dd_Smed_v6_20479_0_1	2708	PLDB	0	TOP3A TOP3 ZGRF7	topoisomerase (DNA) III alpha	Homo sapiens
dd_Smed_v6_2050_0_1	1785	PLDB	0	ALDH6A1 MMSADHA MMSDH	aldehyde dehydrogenase 6 family member A1	Homo sapiens
dd_Smed_v6_20520_0_1	739	PLDB	2.00E-59	ALKBH6 ABH6	"alkB, alkylation repair homolog 6 (E. coli)"	Homo sapiens
dd_Smed_v6_20619_0_1	736	PLDB	9.00E-10	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_20782_0_1	2268	PLDB	6.00E-148	ABCA1 ABC-1 ABC1 CERP HDLDT1 TGD	ATP binding cassette subfamily A member 1	Homo sapiens
dd_Smed_v6_20968_0_1	1849	PLDB	0	POLE CRCS12 FILS POLE1	"polymerase (DNA) epsilon, catalytic subunit"	Homo sapiens
dd_Smed_v6_21102_0_1	985	PLDB	3.00E-26	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_21185_0_1	2110	PLDB	2.00E-58	PPEF1 PP7 PPEF PPP7C PPP7CA	"protein phosphatase, EF-hand calcium binding domain 1"	Homo sapiens
dd_Smed_v6_21185_0_2	2009	PLDB	1.00E-58	PPEF1 PP7 PPEF PPP7C PPP7CA	"protein phosphatase, EF-hand calcium binding domain 1"	Homo sapiens
dd_Smed_v6_21185_0_3	1748	PLDB	5.00E-107	PPEF1 PP7 PPEF PPP7C PPP7CA	protein phosphatase with EF-hand domain 1	Homo sapiens
dd_Smed_v6_21185_0_4	1647	PLDB	2.00E-82	PPEF1 PP7 PPEF PPP7C PPP7CA	protein phosphatase with EF-hand domain 1	Homo sapiens
dd_Smed_v6_2121_0_1	1061	PLDB	3.00E-78	STUB1 CHIP HSPABP2 NY-CO-7 SCAR16 SDCCAG7 UBOX1	STIP1 homology and U-box containing protein 1	Homo sapiens
dd_Smed_v6_2122_0_1	1942	PLDB	3.00E-10	MALT1 IMD12 MLT MLT1	mucosa associated lymphoid tissue lymphoma translocation gene 1	Homo sapiens
dd_Smed_v6_2126_0_1	1045	PLDB	7.00E-163	PSMD14 PAD1 POH1 RPN11	"proteasome 26S subunit, non-ATPase 14"	Homo sapiens
dd_Smed_v6_2133_0_1	1319	PLDB	0	PSMC6 CADP44 HEL-S-73 P44 SUG2 p42	"proteasome 26S subunit, ATPase 6"	Homo sapiens
dd_Smed_v6_21394_0_1	210	PLDB	1.00E-25	PPP1CB HEL-S-80p PP-1B PP1B PP1beta PPP1CD	protein phosphatase 1 catalytic subunit beta	Homo sapiens
dd_Smed_v6_2150_1_1	1662	PLDB	7.00E-118	UAP1L1	UDP-N-acteylglucosamine pyrophosphorylase 1-like 1	Homo sapiens
dd_Smed_v6_2153_0_1	2590	PLDB	0	ACSL3 ACS3 FACL3 PRO2194	acyl-CoA synthetase long-chain family member 3	Homo sapiens
dd_Smed_v6_2159_0_1	4638	PLDB	0	SMARCA4 BAF190 BAF190A BRG1 MRD16 RTPS2 SNF2 SNF2L4 SNF2LB SWI2 hSNF2b	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"	Homo sapiens
dd_Smed_v6_2163_0_1	2217	PLDB	4.00E-96	ECE1 ECE	endothelin converting enzyme 1	Homo sapiens
dd_Smed_v6_2165_0_1	963	PLDB	4.00E-77	CBR1 CBR SDR21C1 hCBR1	carbonyl reductase 1	Homo sapiens
dd_Smed_v6_2168_0_1	2548	PLDB	5.00E-173	MFN2 CMT2A CMT2A2 CPRP1 HSG MARF	mitofusin 2	Homo sapiens
dd_Smed_v6_2181_0_1	1002	PLDB	4.00E-93	ECH1 HPXEL	"enoyl-CoA hydratase 1, peroxisomal"	Homo sapiens
dd_Smed_v6_2182_0_1	3684	PLDB	0	POLR2B POL2RB RPB2 hRPB140 hsRPB2	"polymerase (RNA) II (DNA directed) polypeptide B, 140kDa"	Homo sapiens
dd_Smed_v6_21882_0_1	920	PLDB	3.00E-68	CDK1 CDC2 CDC28A P34CDC2	cyclin-dependent kinase 1	Homo sapiens
dd_Smed_v6_2201_0_5	1667	PLDB	8.00E-39	HORMAD2 CT46.2	HORMA domain containing 2	Homo sapiens
dd_Smed_v6_2201_0_7	1647	PLDB	4.00E-51	HORMAD1 CT46 NOHMA	HORMA domain containing 1	Homo sapiens
dd_Smed_v6_2201_0_8	1627	PLDB	8.00E-51	HORMAD1 CT46 NOHMA	HORMA domain containing 1	Homo sapiens
dd_Smed_v6_22052_0_1	1423	PLDB	1.00E-14	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_22217_0_1	774	PLDB	1.00E-13	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_22244_0_1	2543	PLDB	0	MCM8 C20orf154 dJ967N21.5	minichromosome maintenance complex component 8	Homo sapiens
dd_Smed_v6_22244_0_2	2352	PLDB	0	MCM8 C20orf154 dJ967N21.5	minichromosome maintenance complex component 8	Homo sapiens
dd_Smed_v6_2224_0_1	3262	PLDB	4.00E-71	ENPEP APA CD249 gp160	glutamyl aminopeptidase	Homo sapiens
dd_Smed_v6_22298_0_1	727	PLDB	3.00E-15	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_2233_0_1	2408	PLDB	0	DDX1 DBP-RB UKVH5d	DEAD/H-box helicase 1	Homo sapiens
dd_Smed_v6_22383_0_1	643	PLDB	3.00E-08	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_223_0_1	1039	PLDB	4.00E-25	MYL6B MLC1SA	"myosin, light chain 6B, alkali, smooth muscle and non-muscle"	Homo sapiens
dd_Smed_v6_2244_0_1	819	PLDB	1.00E-23	MIF GIF GLIF MMIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	Homo sapiens
dd_Smed_v6_2255_0_1	2447	PLDB	0	MUT MCM	methylmalonyl-CoA mutase	Homo sapiens
dd_Smed_v6_2263_0_1	1182	PLDB	4.00E-67	DCXR DCR HCR2 HCRII KIDCR P34H PNTSU SDR20C1 XR	dicarbonyl/L-xylulose reductase	Homo sapiens
dd_Smed_v6_2265_0_1	4222	PLDB	3.00E-96	HSP90B1 ECGP GP96 GRP94 HEL-S-125m HEL35 TRA1	heat shock protein 90kDa beta family member 1	Homo sapiens
dd_Smed_v6_226_0_1	872	PLDB	4.00E-96	RPS2 LLREP3 S2	ribosomal protein S2	Homo sapiens
dd_Smed_v6_22751_0_1	1161	PLDB	5.00E-156	PPP1CC PP-1G PP1C PPP1G	protein phosphatase 1 catalytic subunit gamma	Homo sapiens
dd_Smed_v6_2298_0_1	1659	PLDB	0	SUCLA2 A-BETA MTDPS5 SCS-betaA	succinate-CoA ligase ADP-forming beta subunit	Homo sapiens
dd_Smed_v6_2300_0_1	6924	PLDB	0	ABCA1 ABC-1 ABC1 CERP HDLDT1 TGD	ATP binding cassette subfamily A member 1	Homo sapiens
dd_Smed_v6_2300_0_10	3636	PLDB	0	ABCA1 ABC-1 ABC1 CERP HDLDT1 TGD	ATP binding cassette subfamily A member 1	Homo sapiens
dd_Smed_v6_2300_0_2	6867	PLDB	0	ABCA1 ABC-1 ABC1 CERP HDLDT1 TGD	ATP binding cassette subfamily A member 1	Homo sapiens
dd_Smed_v6_2300_0_3	6676	PLDB	0	ABCA1 ABC-1 ABC1 CERP HDLDT1 TGD	ATP binding cassette subfamily A member 1	Homo sapiens
dd_Smed_v6_2300_0_4	6619	PLDB	0	ABCA1 ABC-1 ABC1 CERP HDLDT1 TGD	ATP binding cassette subfamily A member 1	Homo sapiens
dd_Smed_v6_2300_0_5	5405	PLDB	0	ABCA1 ABC-1 ABC1 CERP HDLDT1 TGD	ATP binding cassette subfamily A member 1	Homo sapiens
dd_Smed_v6_2300_0_7	5098	PLDB	0	ABCA1 ABC-1 ABC1 CERP HDLDT1 TGD	ATP binding cassette subfamily A member 1	Homo sapiens
dd_Smed_v6_2300_0_9	4850	PLDB	0	ABCA1 ABC-1 ABC1 CERP HDLDT1 TGD	ATP binding cassette subfamily A member 1	Homo sapiens
dd_Smed_v6_2305_0_1	1918	PLDB	1.00E-65	MMP25 MMP-25 MMP20 MMP20A MMPL1 MT-MMP 6 MT-MMP6 MT6-MMP MT6MMP MTMMP6	matrix metallopeptidase 25	Homo sapiens
dd_Smed_v6_2331_0_1	4846	PLDB	0	CHD4 CHD-4 Mi-2b Mi2-BETA	chromodomain helicase DNA binding protein 4	Homo sapiens
dd_Smed_v6_2348_0_1	1322	PLDB	2.00E-65	MRPS9 MRP-S9 RPMS9 S9mt	mitochondrial ribosomal protein S9	Homo sapiens
dd_Smed_v6_23492_0_1	1152	PLDB	4.00E-139	PPP1CA PP-1A PP1A PP1alpha PPP1A	protein phosphatase 1 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_23527_0_1	2085	PLDB	4.00E-30	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_2362_0_1	1297	PLDB	3.00E-75	ILKAP ILKAP2 ILKAP3 PP2C-DELTA	integrin-linked kinase-associated serine/threonine phosphatase	Homo sapiens
dd_Smed_v6_23788_0_1	311	PLDB	2.00E-08	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_2388_0_1	1422	PLDB	6.00E-113	PPT1 CLN1 INCL PPT	palmitoyl-protein thioesterase 1	Homo sapiens
dd_Smed_v6_23909_0_1	603	PLDB	2.00E-30	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_2390_0_1	1905	PLDB	2.00E-24	MFN2 CMT2A CMT2A2 CPRP1 HSG MARF	mitofusin 2	Homo sapiens
dd_Smed_v6_23954_0_1	1815	PLDB	7.00E-118	MSH4	mutS homolog 4	Homo sapiens
dd_Smed_v6_2408_0_1	995	PLDB	7.00E-63	QDPR DHPR PKU2 SDR33C1	quinoid dihydropteridine reductase	Homo sapiens
dd_Smed_v6_2414_0_1	2920	PLDB	6.00E-155	ACSBG2 BGR BRGL PRTD-NY3 PRTDNY3	acyl-CoA synthetase bubblegum family member 2	Homo sapiens
dd_Smed_v6_2420_0_1	905	PLDB	7.00E-50	ALKBH7 ABH7 SPATA11 UNQ6002	alkB homolog 7	Homo sapiens
dd_Smed_v6_2421_0_1	2977	PLDB	0	TOP1 TOPI	topoisomerase (DNA) I	Homo sapiens
dd_Smed_v6_24240_0_1	2284	PLDB	1.00E-106	MDN1	"MDN1, midasin homolog (yeast)"	Homo sapiens
dd_Smed_v6_24240_0_2	2237	PLDB	7.00E-117	MDN1	"MDN1, midasin homolog (yeast)"	Homo sapiens
dd_Smed_v6_2425_0_1	870	PLDB	0	PPP1CA PP-1A PP1A PP1alpha PPP1A	protein phosphatase 1 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_2431_0_1	3044	PLDB	3.00E-38	CNP CNP1	"2',3'-cyclic nucleotide 3' phosphodiesterase"	Homo sapiens
dd_Smed_v6_2445_0_1	1794	PLDB	2.00E-128	AGPAT6 1-AGPAT 6 LPAAT-zeta LPAATZ TSARG7	1-acylglycerol-3-phosphate O-acyltransferase 6	Homo sapiens
dd_Smed_v6_24541_0_1	806	PLDB	1.00E-16	CTBP1 BARS	C-terminal binding protein 1	Homo sapiens
dd_Smed_v6_2461_0_1	1941	PLDB	2.00E-97	EMC3 POB TMEM111	ER membrane protein complex subunit 3	Homo sapiens
dd_Smed_v6_2464_0_1	1171	PLDB	5.00E-67	HSD17B12 KAR SDR12C1	hydroxysteroid (17-beta) dehydrogenase 12	Homo sapiens
dd_Smed_v6_2488_0_1	3896	PLDB	0	EPRS EARS GLUPRORS PARS QARS QPRS	glutamyl-prolyl-tRNA synthetase	Homo sapiens
dd_Smed_v6_2490_0_1	725	PLDB	6.00E-09	UBB	ubiquitin B	Homo sapiens
dd_Smed_v6_2492_0_1	1116	PLDB	4.00E-52	KLKB1 KLK3 PPK	"kallikrein B, plasma (Fletcher factor) 1"	Homo sapiens
dd_Smed_v6_24951_0_1	717	PLDB	3.00E-06	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_2525_0_1	7037	PLDB	3.00E-105	TRIP12 TRIP-12 ULF	thyroid hormone receptor interactor 12	Homo sapiens
dd_Smed_v6_2536_0_1	2133	PLDB	0	PAPSS2 ATPSK2 BCYM4 SK2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	Homo sapiens
dd_Smed_v6_25376_0_1	911	PLDB	2.00E-20	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_2537_0_1	1232	PLDB	3.00E-17	APH1A 6530402N02Rik APH-1 APH-1A CGI-78	"aph-1 homolog A, gamma-secretase subunit"	Homo sapiens
dd_Smed_v6_25387_0_1	1393	PLDB	1.00E-103	ASNS ASNSD TS11	asparagine synthetase (glutamine-hydrolyzing)	Homo sapiens
dd_Smed_v6_2547_0_1	1546	PLDB	0	RUVBL2 ECP51 INO80J REPTIN RVB2 TIH2 TIP48 TIP49B	RuvB-like AAA ATPase 2	Homo sapiens
dd_Smed_v6_25683_0_1	443	PLDB	3.00E-10	UBA52 CEP52 HUBCEP52 L40 RPL40	ubiquitin A-52 residue ribosomal protein fusion product 1	Homo sapiens
dd_Smed_v6_25803_0_1	1411	PLDB	5.00E-72	SPRTN C1orf124 DDDL1880 DVC1 PRO4323 Spartan dJ876B10.3	SprT-like N-terminal domain	Homo sapiens
dd_Smed_v6_2595_0_1	3660	PLDB	0	SUPT16H CDC68 FACTP140 SPT16/CDC68	suppressor of Ty 16 homolog (S. cerevisiae)	Homo sapiens
dd_Smed_v6_2597_0_1	4936	PLDB	0	CHD2 EEOC	chromodomain helicase DNA binding protein 2	Homo sapiens
dd_Smed_v6_2611_0_1	1926	PLDB	2.00E-104	PARP3 ADPRT3 ADPRTL2 ADPRTL3 ARTD3 IRT1 PADPRT-3	"poly (ADP-ribose) polymerase family, member 3"	Homo sapiens
dd_Smed_v6_2618_0_1	3118	PLDB	4.00E-127	NAV2 HELAD1 POMFIL2 RAINB1 STEERIN2 UNC53H2	neuron navigator 2	Homo sapiens
dd_Smed_v6_26202_0_1	1133	PLDB	0	PSMC5 S8 SUG-1 SUG1 TBP10 TRIP1 p45 p45/SUG	"proteasome 26S subunit, ATPase 5"	Homo sapiens
dd_Smed_v6_26202_0_2	794	PLDB	6.00E-105	PSMC5 S8 SUG-1 SUG1 TBP10 TRIP1 p45 p45/SUG	"proteasome 26S subunit, ATPase 5"	Homo sapiens
dd_Smed_v6_26296_0_1	542	PLDB	4.00E-15	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_26342_0_1	1010	PLDB	3.00E-17	POLN POL4P	polymerase (DNA) nu	Homo sapiens
dd_Smed_v6_2644_0_1	2081	PLDB	0	DNAI2 CILD9 DIC2	dynein axonemal intermediate chain 2	Homo sapiens
dd_Smed_v6_26550_0_1	574	PLDB	5.00E-73	ABCA1 ABC-1 ABC1 CERP HDLDT1 TGD	"ATP-binding cassette, sub-family A (ABC1), member 1"	Homo sapiens
dd_Smed_v6_26599_0_1	713	PLDB	2.00E-38	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_26619_0_1	409	PLDB	1.00E-19	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_26668_0_1	728	PLDB	1.00E-66	PPP1CA PP-1A PP1A PP1alpha PPP1A	protein phosphatase 1 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_26668_0_2	651	PLDB	1.00E-66	PPP1CA PP-1A PP1A PP1alpha PPP1A	protein phosphatase 1 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_2682_0_1	2540	PLDB	0	MCM6 MCG40308 Mis5 P105MCM	minichromosome maintenance complex component 6	Homo sapiens
dd_Smed_v6_2686_0_1	2404	PLDB	0	PSMC2 MSS1 Nbla10058 S7	"proteasome 26S subunit, ATPase 2"	Homo sapiens
dd_Smed_v6_2689_0_1	1354	PLDB	5.00E-26	NUDT18 MTH3	nudix hydrolase 18	Homo sapiens
dd_Smed_v6_26924_0_1	926	PLDB	2.00E-20	HINFP HiNF-P MIZF ZNF743	histone H4 transcription factor	Homo sapiens
dd_Smed_v6_2699_0_1	2406	PLDB	4.00E-151	GALC	galactosylceramidase	Homo sapiens
dd_Smed_v6_269_0_1	845	PLDB	7.00E-109	RPS3 S3	ribosomal protein S3	Homo sapiens
dd_Smed_v6_2703_0_1	1785	PLDB	4.00E-79	PGS1	phosphatidylglycerophosphate synthase 1	Homo sapiens
dd_Smed_v6_2712_0_1	1950	PLDB	1.00E-30	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_2720_0_1	239	PLDB	2.00E-12	POLR2K ABC10-alpha RPABC4 RPB10alpha RPB12 RPB7.0 hRPB7.0 hsRPB10a	polymerase (RNA) II subunit K	Homo sapiens
dd_Smed_v6_2730_0_1	1850	PLDB	3.00E-114	ESD FGH	esterase D	Homo sapiens
dd_Smed_v6_2733_0_1	950	PLDB	3.00E-62	UBE2J2 NCUBE-2 NCUBE2 PRO2121	ubiquitin conjugating enzyme E2 J2	Homo sapiens
dd_Smed_v6_2738_0_1	1875	PLDB	0	PKM CTHBP HEL-S-30 OIP3 PK3 PKM2 TCB THBP1	"pyruvate kinase, muscle"	Homo sapiens
dd_Smed_v6_27497_0_1	1064	PLDB	7.00E-96	CDK2 CDKN2 p33(CDK2)	cyclin-dependent kinase 2	Homo sapiens
dd_Smed_v6_274_0_1	1643	PLDB	7.00E-27	MMP13 CLG3 MANDP1 MMP-13	matrix metallopeptidase 13	Homo sapiens
dd_Smed_v6_27621_0_1	1005	PLDB	4.00E-07	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_27729_0_1	1126	PLDB	3.00E-05	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_2772_0_1	2082	PLDB	6.00E-82	TTC5 Strap	tetratricopeptide repeat domain 5	Homo sapiens
dd_Smed_v6_2777_0_1	1842	PLDB	3.00E-21	MFN2 CMT2A CMT2A2 CPRP1 HSG MARF	mitofusin 2	Homo sapiens
dd_Smed_v6_27795_0_1	709	PLDB	3.00E-11	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_2788_0_1	1421	PLDB	3.00E-86	UBE2J1 HSPC153 HSPC205 HSU93243 NCUBE-1 NCUBE1 UBC6 Ubc6p	"ubiquitin-conjugating enzyme E2, J1"	Homo sapiens
dd_Smed_v6_2794_0_1	1622	PLDB	2.00E-149	ACTL6A ACTL6 ARPN-BETA Arp4 BAF53A INO80K	actin like 6A	Homo sapiens
