Transcript_Id	Length	Source	evalue	Blast_Symbol	Blast_Description	Target_Species
dd_Smed_v6_16195_0_1	1122	PLDB	1.00E-05	SYT15 CHR10SYT sytXV	synaptotagmin XV	Homo sapiens
dd_Smed_v6_1627_0_1	930	PLDB	4.00E-17	CALM2 CAMII PHKD PHKD2	"calmodulin 2 (phosphorylase kinase, delta)"	Homo sapiens
dd_Smed_v6_16285_0_1	3557	PLDB	5.00E-43	JPH1 JP-1 JP1	junctophilin 1	Homo sapiens
dd_Smed_v6_16341_0_1	2526	PLDB	0	KCND3 KCND3L KCND3S KSHIVB KV4.3 SCA19 SCA22	"potassium voltage-gated channel, Shal-related subfamily, member 3"	Homo sapiens
dd_Smed_v6_16341_0_2	1677	PLDB	0	KCND3 KCND3L KCND3S KSHIVB KV4.3 SCA19 SCA22	"potassium voltage-gated channel, Shal-related subfamily, member 3"	Homo sapiens
dd_Smed_v6_16362_0_1	2143	PLDB	4.00E-65	AOC1 ABP ABP1 DAO DAO1 KAO	"amine oxidase, copper containing 1"	Homo sapiens
dd_Smed_v6_16397_0_1	3236	PLDB	7.00E-67	PCDH9	protocadherin 9	Homo sapiens
dd_Smed_v6_16434_0_1	2829	PLDB	0	PRKG1 1 AAT8 PKG PRKG1B PRKGR1B cGK cGK 1 cGK1 cGKI cGKI-BETA cGKI-alpha	"protein kinase, cGMP-dependent, type I"	Homo sapiens
dd_Smed_v6_16523_0_1	2823	PLDB	0	HCN1 BCNG-1 BCNG1 HAC-2	hyperpolarization activated cyclic nucleotide-gated potassium channel 1	Homo sapiens
dd_Smed_v6_16523_0_2	2806	PLDB	0	HCN2 BCNG-2 BCNG2 HAC-1	hyperpolarization activated cyclic nucleotide-gated potassium channel 2	Homo sapiens
dd_Smed_v6_16538_0_1	699	PLDB	7.00E-32	CALML3 CLP	calmodulin like 3	Homo sapiens
dd_Smed_v6_16538_0_2	645	PLDB	4.00E-32	CALML3 CLP	calmodulin like 3	Homo sapiens
dd_Smed_v6_16566_0_1	3380	PLDB	2.00E-66	PCDHGA7 PCDH-GAMMA-A7	"protocadherin gamma subfamily A, 7"	Homo sapiens
dd_Smed_v6_16566_0_2	2957	PLDB	1.00E-66	PCDHGA7 PCDH-GAMMA-A7	"protocadherin gamma subfamily A, 7"	Homo sapiens
dd_Smed_v6_16566_0_3	2076	PLDB	3.00E-30	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_16566_0_4	1653	PLDB	2.00E-30	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_1656_0_1	2455	PLDB	0	GNAO1 EIEE17 G-ALPHA-o GNAO	G protein subunit alpha o1	Homo sapiens
dd_Smed_v6_1656_0_2	2450	PLDB	0	GNAO1 EIEE17 G-ALPHA-o GNAO	G protein subunit alpha o1	Homo sapiens
dd_Smed_v6_1656_0_3	1640	PLDB	0	GNAO1 EIEE17 G-ALPHA-o GNAO	G protein subunit alpha o1	Homo sapiens
dd_Smed_v6_1656_0_4	1635	PLDB	0	GNAO1 EIEE17 G-ALPHA-o GNAO	G protein subunit alpha o1	Homo sapiens
dd_Smed_v6_16599_0_1	3351	PLDB	1.00E-23	GRIN3A GluN3A NMDAR-L NR3A	glutamate ionotropic receptor NMDA type subunit 3A	Homo sapiens
dd_Smed_v6_16629_0_1	3351	PLDB	4.00E-64	PCDH11X PCDH-X PCDH11 PCDHX PPP1R119	protocadherin 11 X-linked	Homo sapiens
dd_Smed_v6_16731_0_1	1603	PLDB	5.00E-19	SYT15 CHR10SYT sytXV	synaptotagmin XV	Homo sapiens
dd_Smed_v6_16751_0_1	220	PLDB	2.00E-26	GNAO1 EIEE17 G-ALPHA-o GNAO	G protein subunit alpha o1	Homo sapiens
dd_Smed_v6_16813_0_1	1242	PLDB	6.00E-75	PLSCR1 MMTRA1B	phospholipid scramblase 1	Homo sapiens
dd_Smed_v6_16822_0_1	4069	PLDB	0	CACNA1H CACNA1HB Cav3.2 ECA6 EIG6	"calcium channel, voltage-dependent, T type, alpha 1H subunit"	Homo sapiens
dd_Smed_v6_16834_0_1	1294	PLDB	2.00E-58	TRHR TRH-R	thyrotropin releasing hormone receptor	Homo sapiens
dd_Smed_v6_16861_0_1	1286	PLDB	4.00E-15	NPY2R NPY2-R	neuropeptide Y receptor Y2	Homo sapiens
dd_Smed_v6_16963_0_1	3200	PLDB	0	KCNH8 ELK ELK1 Kv12.1 elk3	potassium voltage-gated channel subfamily H member 8	Homo sapiens
dd_Smed_v6_16963_0_2	3187	PLDB	0	KCNH8 ELK ELK1 Kv12.1 elk3	potassium voltage-gated channel subfamily H member 8	Homo sapiens
dd_Smed_v6_16963_0_3	1543	PLDB	3.00E-92	KCNH8 ELK ELK1 Kv12.1 elk3	"potassium voltage-gated channel, subfamily H (eag-related), member 8"	Homo sapiens
dd_Smed_v6_16963_0_4	1530	PLDB	2.00E-107	KCNH8 ELK ELK1 Kv12.1 elk3	potassium voltage-gated channel subfamily H member 8	Homo sapiens
dd_Smed_v6_16969_0_1	1385	PLDB	3.00E-07	HTR2A 5-HT2A HTR2	5-hydroxytryptamine receptor 2A	Homo sapiens
dd_Smed_v6_17019_0_1	3377	PLDB	7.00E-71	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_17019_0_2	3292	PLDB	7.00E-71	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_17082_0_1	1354	PLDB	7.00E-32	CALCR CRT CT-R CTR CTR1	calcitonin receptor	Homo sapiens
dd_Smed_v6_17110_0_1	3396	PLDB	3.00E-53	PCDH11X PCDH-X PCDH11 PCDHX PPP1R119	protocadherin 11 X-linked	Homo sapiens
dd_Smed_v6_1716_0_1	2376	PLDB	9.00E-101	LETM1	leucine zipper and EF-hand containing transmembrane protein 1	Homo sapiens
dd_Smed_v6_17208_0_1	1742	PLDB	5.00E-101	SLC24A5 JSX NCKX5 OCA6 SHEP4	solute carrier family 24 member 5	Homo sapiens
dd_Smed_v6_17208_0_2	1696	PLDB	3.00E-92	SLC24A5 JSX NCKX5 OCA6 SHEP4	solute carrier family 24 member 5	Homo sapiens
dd_Smed_v6_1721_0_1	4768	PLDB	0	ATP2B3 CFAP39 CLA2 OPCA PMCA3 PMCA3a SCAX1	ATPase plasma membrane Ca2  transporting 3	Homo sapiens
dd_Smed_v6_17281_0_1	1222	PLDB	5.00E-27	GRIK5 EAA2 GRIK2 GluK5 KA2	"glutamate receptor, ionotropic, kainate 5"	Homo sapiens
dd_Smed_v6_17281_0_2	774	PLDB	3.00E-24	GRIK5 EAA2 GRIK2 GluK5 KA2	"glutamate receptor, ionotropic, kainate 5"	Homo sapiens
dd_Smed_v6_1728_0_1	1259	PLDB	2.00E-52	NUCB1 CALNUC NUC	nucleobindin 1	Homo sapiens
dd_Smed_v6_1730_0_1	1802	PLDB	1.00E-98	PRKCSH AGE-R2 G19P1 PCLD PKCSH PLD1	protein kinase C substrate 80K-H	Homo sapiens
dd_Smed_v6_17348_0_1	2598	PLDB	2.00E-123	PKD2 APKD2 PC2 PKD4 Pc-2 TRPP2	"polycystin 2, transient receptor potential cation channel"	Homo sapiens
dd_Smed_v6_17348_0_3	2516	PLDB	3.00E-173	PKD2 APKD2 PC2 PKD4 Pc-2 TRPP2	"polycystin 2, transient receptor potential cation channel"	Homo sapiens
dd_Smed_v6_17359_0_1	1782	PLDB	3.00E-30	KCNQ5 Kv7.5	"potassium voltage-gated channel, KQT-like subfamily, member 5"	Homo sapiens
dd_Smed_v6_17359_0_2	1762	PLDB	7.00E-37	KCNQ5 Kv7.5	"potassium voltage-gated channel, KQT-like subfamily, member 5"	Homo sapiens
dd_Smed_v6_17410_0_1	774	PLDB	2.00E-16	PPP3R1 CALNB1 CNB CNB1	"protein phosphatase 3 regulatory subunit B, alpha"	Homo sapiens
dd_Smed_v6_1748_0_1	5343	PLDB	4.00E-35	FBN3	fibrillin 3	Homo sapiens
dd_Smed_v6_17503_0_1	1562	PLDB	2.00E-53	GRIK2 EAA4 GLR6 GLUK6 GLUR6 GluK2 MRT6	glutamate ionotropic receptor kainate type subunit 2	Homo sapiens
dd_Smed_v6_1752_0_1	2674	PLDB	0	CAPN3 CANP3 CANPL3 LGMD2 LGMD2A nCL-1 p94	calpain 3	Homo sapiens
dd_Smed_v6_1752_0_3	2638	PLDB	0	CAPN3 CANP3 CANPL3 LGMD2 LGMD2A nCL-1 p94	calpain 3	Homo sapiens
dd_Smed_v6_1752_0_4	2602	PLDB	0	CAPN3 CANP3 CANPL3 LGMD2 LGMD2A nCL-1 p94	calpain 3	Homo sapiens
dd_Smed_v6_17589_0_1	1474	PLDB	2.00E-137	KCNA1 AEMK EA1 HBK1 HUK1 KV1.1 MBK1 MK1 RBK1	potassium voltage-gated channel subfamily A member 1	Homo sapiens
dd_Smed_v6_17598_0_1	4704	PLDB	5.00E-29	RXFP1 LGR7 RXFPR1	relaxin/insulin-like family peptide receptor 1	Homo sapiens
dd_Smed_v6_17645_0_1	944	PLDB	3.00E-63	P2RX5 LRH-1 P2X5 P2X5R	purinergic receptor P2X 5	Homo sapiens
dd_Smed_v6_1767_0_1	843	PLDB	2.00E-08	BAK1 BAK BAK-LIKE BCL2L7 CDN1	BCL2 antagonist/killer 1	Homo sapiens
dd_Smed_v6_17732_0_1	2627	PLDB	4.00E-23	RGS3 C2PA RGP3	regulator of G-protein signaling 3	Homo sapiens
dd_Smed_v6_1773_0_1	1347	PLDB	1.00E-135	GNAI2 GIP GNAI2B H_LUCA15.1 H_LUCA16.1	G protein subunit alpha i2	Homo sapiens
dd_Smed_v6_17752_0_1	1367	PLDB	8.00E-24	NPY1R NPY1-R NPYR	neuropeptide Y receptor Y1	Homo sapiens
dd_Smed_v6_1781_0_1	4564	PLDB	0	FLII FLI FLIL Fli1	"FLII, actin remodeling protein"	Homo sapiens
dd_Smed_v6_17857_0_1	4301	PLDB	1.00E-61	TRPM3 GON-2 LTRPC3 MLSN2	transient receptor potential cation channel subfamily M member 3	Homo sapiens
dd_Smed_v6_17857_0_2	4255	PLDB	8.00E-62	TRPM3 GON-2 LTRPC3 MLSN2	transient receptor potential cation channel subfamily M member 3	Homo sapiens
dd_Smed_v6_17857_0_3	2398	PLDB	9.00E-19	TRPM3 GON-2 LTRPC3 MLSN2	transient receptor potential cation channel subfamily M member 3	Homo sapiens
dd_Smed_v6_17857_0_4	2352	PLDB	8.00E-19	TRPM3 GON-2 LTRPC3 MLSN2	transient receptor potential cation channel subfamily M member 3	Homo sapiens
dd_Smed_v6_17867_0_1	855	PLDB	2.00E-25	CPNE8	copine 8	Homo sapiens
dd_Smed_v6_1790_0_1	1110	PLDB	1.00E-18	TPM3 CAPM1 CFTD HEL-189 HEL-S-82p NEM1 OK/SW-cl.5 TM-5 TM3 TM30 TM30nm TM5 TPMsk3 TRK hscp30	tropomyosin 3	Homo sapiens
dd_Smed_v6_17981_0_1	5517	PLDB	5.00E-64	TRPM6 CHAK2 HMGX HOMG HOMG1 HSH	"transient receptor potential cation channel, subfamily M, member 6"	Homo sapiens
dd_Smed_v6_17981_0_2	3832	PLDB	5.00E-43	TRPM5 LTRPC5 MTR1	transient receptor potential cation channel subfamily M member 5	Homo sapiens
dd_Smed_v6_17982_0_1	969	PLDB	5.00E-37	KCNIP2 KCHIP2	potassium voltage-gated channel interacting protein 2	Homo sapiens
dd_Smed_v6_17982_0_2	877	PLDB	5.00E-43	KCNIP2 KCHIP2	potassium voltage-gated channel interacting protein 2	Homo sapiens
dd_Smed_v6_18017_0_1	3073	PLDB	1.00E-82	DIAPH1 DFNA1 DIA1 DRF1 LFHL1 hDIA1	diaphanous-related formin 1	Homo sapiens
dd_Smed_v6_18024_0_1	3004	PLDB	4.00E-49	SYDE2	"synapse defective 1, Rho GTPase, homolog 2 (C. elegans)"	Homo sapiens
dd_Smed_v6_18024_0_2	1637	PLDB	3.00E-50	SYDE2	"synapse defective 1, Rho GTPase, homolog 2 (C. elegans)"	Homo sapiens
dd_Smed_v6_18178_0_1	1480	PLDB	1.00E-06	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_18218_0_1	1942	PLDB	9.00E-147	KCNA1 AEMK EA1 HBK1 HUK1 KV1.1 MBK1 MK1 RBK1	potassium voltage-gated channel subfamily A member 1	Homo sapiens
dd_Smed_v6_18218_0_2	1900	PLDB	4.00E-142	KCNA1 AEMK EA1 HBK1 HUK1 KV1.1 MBK1 MK1 RBK1	potassium voltage-gated channel subfamily A member 1	Homo sapiens
dd_Smed_v6_18236_0_1	1224	PLDB	3.00E-47	CALCRL CGRPR CRLR	calcitonin receptor like receptor	Homo sapiens
dd_Smed_v6_1827_0_1	1404	PLDB	5.00E-07	NPTN GP55 GP65 SDFR1 SDR1 np55 np65	neuroplastin	Homo sapiens
dd_Smed_v6_18373_0_1	3814	PLDB	3.00E-91	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_18397_0_1	3082	PLDB	3.00E-53	PCDH11X PCDH-X PCDH11 PCDHX PPP1R119	protocadherin 11 X-linked	Homo sapiens
dd_Smed_v6_18437_0_1	2055	PLDB	1.00E-90	CAMKK1 CAMKKA	calcium/calmodulin-dependent protein kinase kinase 1	Homo sapiens
dd_Smed_v6_18437_0_2	2008	PLDB	7.00E-88	CAMKK1 CAMKKA	calcium/calmodulin-dependent protein kinase kinase 1	Homo sapiens
dd_Smed_v6_18465_0_1	1183	PLDB	1.00E-31	CTGF CCN2 HCS24 IGFBP8 NOV2	connective tissue growth factor	Homo sapiens
dd_Smed_v6_18580_0_1	1472	PLDB	3.00E-20	ACTG1 ACT ACTG BRWS2 DFNA20 DFNA26 HEL-176	"actin, gamma 1"	Homo sapiens
dd_Smed_v6_18617_0_1	1075	PLDB	4.00E-99	KCNK3 K2p3.1 OAT1 PPH4 TASK TASK-1 TBAK1	potassium two pore domain channel subfamily K member 3	Homo sapiens
dd_Smed_v6_18661_0_1	1581	PLDB	4.00E-22	SYT7 IPCA-7 IPCA7 PCANAP7 SYT-VII SYTVII	synaptotagmin 7	Homo sapiens
dd_Smed_v6_18793_0_1	3549	PLDB	0	KCNH5 EAG2 H-EAG2 Kv10.2 hEAG2	potassium voltage-gated channel subfamily H member 5	Homo sapiens
dd_Smed_v6_1886_0_1	2646	PLDB	8.00E-48	FBN2 CCA DA9	fibrillin 2	Homo sapiens
dd_Smed_v6_18934_0_1	3366	PLDB	2.00E-31	TRPM3 GON-2 LTRPC3 MLSN2	transient receptor potential cation channel subfamily M member 3	Homo sapiens
dd_Smed_v6_18934_0_3	3310	PLDB	2.00E-31	TRPM3 GON-2 LTRPC3 MLSN2	transient receptor potential cation channel subfamily M member 3	Homo sapiens
dd_Smed_v6_18934_0_5	3266	PLDB	2.00E-31	TRPM3 GON-2 LTRPC3 MLSN2	transient receptor potential cation channel subfamily M member 3	Homo sapiens
dd_Smed_v6_18934_0_6	3228	PLDB	2.00E-57	TRPM6 CHAK2 HMGX HOMG HOMG1 HSH	"transient receptor potential cation channel, subfamily M, member 6"	Homo sapiens
dd_Smed_v6_18934_0_8	3172	PLDB	9.00E-49	TRPM6 CHAK2 HMGX HOMG HOMG1 HSH	"transient receptor potential cation channel, subfamily M, member 6"	Homo sapiens
dd_Smed_v6_19048_0_1	3658	PLDB	3.00E-47	CACNA2D1 CACNA2 CACNL2A CCHL2A LINC01112 lncRNA-N3	"calcium channel, voltage-dependent, alpha 2/delta subunit 1"	Homo sapiens
dd_Smed_v6_19213_0_1	1656	PLDB	2.00E-20	SYT17	synaptotagmin XVII	Homo sapiens
dd_Smed_v6_19322_0_1	906	PLDB	9.00E-62	PKD2L1 PCL PKD2L PKDL TRPP3	"polycystin 2 like 1, transient receptor potential cation channel"	Homo sapiens
dd_Smed_v6_19328_0_1	1622	PLDB	3.00E-23	SYT9	synaptotagmin 9	Homo sapiens
dd_Smed_v6_1937_0_1	1383	PLDB	1.00E-47	TOLLIP IL-1RAcPIP	toll interacting protein	Homo sapiens
dd_Smed_v6_19433_0_1	2190	PLDB	3.00E-126	KCNN2 KCa2.2 SK2 SKCA2 SKCa 2 hSK2	potassium calcium-activated channel subfamily N member 2	Homo sapiens
dd_Smed_v6_1951_0_1	2885	PLDB	0	ACTN1 BDPLT15	"actinin, alpha 1"	Homo sapiens
dd_Smed_v6_1951_0_2	2867	PLDB	0	ACTN1 BDPLT15	actinin alpha 1	Homo sapiens
dd_Smed_v6_1971_0_1	2573	PLDB	8.00E-171	CAPN9 GC36 nCL-4	calpain 9	Homo sapiens
dd_Smed_v6_1971_0_2	2571	PLDB	2.00E-176	CAPN9 GC36 nCL-4	calpain 9	Homo sapiens
dd_Smed_v6_1971_0_3	2529	PLDB	5.00E-178	CAPN9 GC36 nCL-4	calpain 9	Homo sapiens
dd_Smed_v6_19816_0_1	3722	PLDB	9.00E-72	PCDH11Y PCDH-PC PCDH22 PCDHX PCDHY	protocadherin 11 Y-linked	Homo sapiens
dd_Smed_v6_19826_0_1	3512	PLDB	2.00E-52	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_19860_0_1	3315	PLDB	6.00E-55	FAT4 CDHF14 CDHR11 FAT-J FATJ NBLA00548 VMLDS2	FAT atypical cadherin 4	Homo sapiens
dd_Smed_v6_19874_0_1	1240	PLDB	0	HSPA5 BIP GRP78 HEL-S-89n MIF2	heat shock protein family A (Hsp70) member 5	Homo sapiens
dd_Smed_v6_1988_0_1	1445	PLDB	1.00E-25	GLIPR2 C9orf19 GAPR-1 GAPR1	GLI pathogenesis related 2	Homo sapiens
dd_Smed_v6_19925_0_1	3389	PLDB	1.00E-62	PCDH11X PCDH-X PCDH11 PCDHX PPP1R119	protocadherin 11 X-linked	Homo sapiens
dd_Smed_v6_19937_0_1	1124	PLDB	2.00E-155	GNAI2 GIP GNAI2B H_LUCA15.1 H_LUCA16.1	G protein subunit alpha i2	Homo sapiens
dd_Smed_v6_20033_0_1	1236	PLDB	2.00E-24	SYT2 SytII	synaptotagmin II	Homo sapiens
dd_Smed_v6_20066_0_1	2081	PLDB	1.00E-17	CACNG7	calcium voltage-gated channel auxiliary subunit gamma 7	Homo sapiens
dd_Smed_v6_20110_0_1	2713	PLDB	0	KCNMA1 BKTM KCa1.1 MaxiK SAKCA SLO SLO-ALPHA SLO1 bA205K10.1 mSLO1	"potassium large conductance calcium-activated channel, subfamily M, alpha member 1"	Homo sapiens
dd_Smed_v6_2012_0_1	805	PLDB	2.00E-20	COMMD10 PTD002	COMM domain containing 10	Homo sapiens
dd_Smed_v6_2017_0_1	2930	PLDB	2.00E-116	ITGB1 CD29 FNRB GPIIA MDF2 MSK12 VLA-BETA VLAB	integrin subunit beta 1	Homo sapiens
dd_Smed_v6_2021_0_1	1932	PLDB	2.00E-18	PI16 CRISP9 MSMBBP PSPBP	peptidase inhibitor 16	Homo sapiens
dd_Smed_v6_2022_0_1	1813	PLDB	5.00E-93	LPCAT1 AYTL2 PFAAP3 lpcat	lysophosphatidylcholine acyltransferase 1	Homo sapiens
dd_Smed_v6_20334_0_1	2248	PLDB	1.00E-33	SLC8B1 NCKX6 NCLX SLC24A6	solute carrier family 8 member B1	Homo sapiens
dd_Smed_v6_20458_0_1	1754	PLDB	2.00E-12	CACNG7	calcium voltage-gated channel auxiliary subunit gamma 7	Homo sapiens
dd_Smed_v6_2045_0_1	1255	PLDB	0	PPP3CA CALN CALNA CALNA1 CCN1 CNA1 PPP2B	protein phosphatase 3 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_20491_0_2	2148	PLDB	0	TRPC5 PPP1R159 TRP5	transient receptor potential cation channel subfamily C member 5	Homo sapiens
dd_Smed_v6_20523_0_1	1230	PLDB	2.00E-25	SYT15 CHR10SYT sytXV	synaptotagmin XV	Homo sapiens
dd_Smed_v6_20665_0_1	2792	PLDB	1.00E-162	GABBR1 GABABR1 GABBR1-3 GB1 GPRC3A dJ271M21.1.1 dJ271M21.1.2	"gamma-aminobutyric acid (GABA) B receptor, 1"	Homo sapiens
dd_Smed_v6_20665_0_2	1080	PLDB	9.00E-19	GABBR1 GABABR1 GABBR1-3 GB1 GPRC3A dJ271M21.1.1 dJ271M21.1.2	"gamma-aminobutyric acid (GABA) B receptor, 1"	Homo sapiens
dd_Smed_v6_20683_0_1	3308	PLDB	3.00E-61	TRPA1 ANKTM1 FEPS	transient receptor potential cation channel subfamily A member 1	Homo sapiens
dd_Smed_v6_2081_0_1	1423	PLDB	2.00E-24	GLIPR2 C9orf19 GAPR-1 GAPR1	GLI pathogenesis related 2	Homo sapiens
dd_Smed_v6_20871_0_1	1509	PLDB	1.00E-33	PTH1R PFE PTHR PTHR1	parathyroid hormone 1 receptor	Homo sapiens
dd_Smed_v6_20964_0_1	476	PLDB	2.00E-23	PI16 CRISP9 MSMBBP PSPBP	peptidase inhibitor 16	Homo sapiens
dd_Smed_v6_20969_0_1	1445	PLDB	7.00E-43	CYP2R1	cytochrome P450 family 2 subfamily R member 1	Homo sapiens
dd_Smed_v6_20_0_1	854	PLDB	5.00E-27	HPGDS GSTS GSTS1-1 PGD2 PGDS	hematopoietic prostaglandin D synthase	Homo sapiens
dd_Smed_v6_21015_0_2	1206	PLDB	9.00E-26	GRIK1 EAA3 EEA3 GLR5 GLUR5 GluK1	"glutamate receptor, ionotropic, kainate 1"	Homo sapiens
dd_Smed_v6_210_0_1	619	PLDB	2.00E-23	GLIPR1 CRISP7 GLIPR RTVP1	GLI pathogenesis related 1	Homo sapiens
dd_Smed_v6_21185_0_1	2110	PLDB	2.00E-58	PPEF1 PP7 PPEF PPP7C PPP7CA	"protein phosphatase, EF-hand calcium binding domain 1"	Homo sapiens
dd_Smed_v6_21185_0_2	2009	PLDB	1.00E-58	PPEF1 PP7 PPEF PPP7C PPP7CA	"protein phosphatase, EF-hand calcium binding domain 1"	Homo sapiens
dd_Smed_v6_21185_0_3	1748	PLDB	5.00E-107	PPEF1 PP7 PPEF PPP7C PPP7CA	protein phosphatase with EF-hand domain 1	Homo sapiens
dd_Smed_v6_21185_0_4	1647	PLDB	2.00E-82	PPEF1 PP7 PPEF PPP7C PPP7CA	protein phosphatase with EF-hand domain 1	Homo sapiens
dd_Smed_v6_21196_0_1	1495	PLDB	7.00E-50	DRD5 DBDR DRD1B DRD1L2	dopamine receptor D5	Homo sapiens
dd_Smed_v6_2119_0_1	1049	PLDB	2.00E-63	VDAC1 PORIN VDAC-1	voltage dependent anion channel 1	Homo sapiens
dd_Smed_v6_21207_0_1	3319	PLDB	5.00E-78	PCDH9	protocadherin 9	Homo sapiens
dd_Smed_v6_21309_0_1	3320	PLDB	4.00E-103	MUC2 MLP MUC-2 SMUC	"mucin 2, oligomeric mucus/gel-forming"	Homo sapiens
dd_Smed_v6_21368_0_1	754	PLDB	9.00E-41	ACTG2 ACT ACTA3 ACTE ACTL3 ACTSG VSCM	"actin, gamma 2, smooth muscle, enteric"	Homo sapiens
dd_Smed_v6_2141_0_1	1502	PLDB	1.00E-74	ACTR10 ACTR11 Arp11 HARP11	actin-related protein 10 homolog (S. cerevisiae)	Homo sapiens
dd_Smed_v6_2141_0_2	1463	PLDB	5.00E-71	ACTR10 ACTR11 Arp11 HARP11	actin-related protein 10 homolog (S. cerevisiae)	Homo sapiens
dd_Smed_v6_2141_0_3	1447	PLDB	1.00E-92	ACTR10 ACTR11 Arp11 HARP11	actin-related protein 10 homolog (S. cerevisiae)	Homo sapiens
dd_Smed_v6_2141_0_4	1408	PLDB	1.00E-87	ACTR10 ACTR11 Arp11 HARP11	actin-related protein 10 homolog (S. cerevisiae)	Homo sapiens
dd_Smed_v6_21489_0_1	3197	PLDB	3.00E-88	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_21489_0_2	3179	PLDB	2.00E-88	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_2149_0_1	2037	PLDB	2.00E-148	CPNE8	copine 8	Homo sapiens
dd_Smed_v6_2149_0_2	1986	PLDB	1.00E-148	CPNE8	copine 8	Homo sapiens
dd_Smed_v6_2149_0_3	1935	PLDB	6.00E-149	CPNE8	copine 8	Homo sapiens
dd_Smed_v6_2149_0_4	1884	PLDB	2.00E-149	CPNE8	copine 8	Homo sapiens
dd_Smed_v6_21546_0_1	1608	PLDB	6.00E-124	PDE1C Hcam3 cam-PDE 1C hCam-3	phosphodiesterase 1C	Homo sapiens
dd_Smed_v6_21610_0_1	2531	PLDB	5.00E-64	GRIN3A GluN3A NMDAR-L NR3A	glutamate ionotropic receptor NMDA type subunit 3A	Homo sapiens
dd_Smed_v6_2161_0_1	2386	PLDB	0	GBE1 APBD GBE GSD4	"glucan (1,4-alpha-), branching enzyme 1"	Homo sapiens
dd_Smed_v6_21781_0_1	339	PLDB	2.00E-21	GNAO1 EIEE17 G-ALPHA-o GNAO	G protein subunit alpha o1	Homo sapiens
dd_Smed_v6_21781_0_2	238	PLDB	3.00E-16	GNAO1 EIEE17 G-ALPHA-o GNAO	G protein subunit alpha o1	Homo sapiens
dd_Smed_v6_218_0_1	344	PLDB	4.00E-68	ACTG1 ACT ACTG BRWS2 DFNA20 DFNA26 HEL-176	"actin, gamma 1"	Homo sapiens
dd_Smed_v6_220_0_1	1523	PLDB	1.00E-143	CALR CRT HEL-S-99n RO SSA cC1qR	calreticulin	Homo sapiens
dd_Smed_v6_220_0_2	1519	PLDB	6.00E-148	CALR CRT HEL-S-99n RO SSA cC1qR	calreticulin	Homo sapiens
dd_Smed_v6_220_0_3	1478	PLDB	5.00E-142	CALR CRT HEL-S-99n RO SSA cC1qR	calreticulin	Homo sapiens
dd_Smed_v6_220_0_4	1474	PLDB	1.00E-146	CALR CRT HEL-S-99n RO SSA cC1qR	calreticulin	Homo sapiens
dd_Smed_v6_22178_0_1	713	PLDB	4.00E-28	ACTBL2 ACT	"actin, beta-like 2"	Homo sapiens
dd_Smed_v6_2226_0_1	708	PLDB	1.00E-24	EEF2K HSU93850 eEF-2K	eukaryotic elongation factor 2 kinase	Homo sapiens
dd_Smed_v6_2226_1_1	1691	PLDB	1.00E-107	EEF2K HSU93850 eEF-2K	eukaryotic elongation factor 2 kinase	Homo sapiens
dd_Smed_v6_223_0_1	1039	PLDB	4.00E-25	MYL6B MLC1SA	"myosin, light chain 6B, alkali, smooth muscle and non-muscle"	Homo sapiens
dd_Smed_v6_22484_0_1	1702	PLDB	1.00E-08	CACNG2 MRD10	calcium voltage-gated channel auxiliary subunit gamma 2	Homo sapiens
dd_Smed_v6_22484_0_2	1077	PLDB	9.00E-05	CACNG3	"calcium channel, voltage-dependent, gamma subunit 3"	Homo sapiens
dd_Smed_v6_22522_0_1	1374	PLDB	4.00E-43	GNAT3 GDCA	"guanine nucleotide binding protein, alpha transducing 3"	Homo sapiens
dd_Smed_v6_22522_0_2	1361	PLDB	4.00E-43	GNAT3 GDCA	"guanine nucleotide binding protein, alpha transducing 3"	Homo sapiens
dd_Smed_v6_2257_0_1	2300	PLDB	6.00E-95	CYP3A4 CP33 CP34 CYP3A CYP3A3 CYPIIIA3 CYPIIIA4 HLP NF-25 P450C3 P450PCN1	cytochrome P450 family 3 subfamily A member 4	Homo sapiens
dd_Smed_v6_2265_0_1	4222	PLDB	3.00E-96	HSP90B1 ECGP GP96 GRP94 HEL-S-125m HEL35 TRA1	heat shock protein 90kDa beta family member 1	Homo sapiens
dd_Smed_v6_22787_0_1	1885	PLDB	6.00E-157	KCNA1 AEMK EA1 HBK1 HUK1 KV1.1 MBK1 MK1 RBK1	potassium voltage-gated channel subfamily A member 1	Homo sapiens
dd_Smed_v6_227_0_1	2590	PLDB	5.00E-52	RPS11 S11	ribosomal protein S11	Homo sapiens
