transcript_id	transcript_length	transcript_source	evalue	score_type	symbol	blast_description	blast_symbol	target_species
dd_Smed_v6_1541_0_1	964	PLDB	8.00E-117	e-value	NP_002780.1	proteasome subunit alpha 4	PSMA4 HC9 HsT17706 PSC9	Homo sapiens
dd_Smed_v6_15423_0_1	1074	PLDB	3.00E-16	e-value	NP_005441.1	noggin	NOG SYM1 SYNS1	Homo sapiens
dd_Smed_v6_15436_0_1	1632	PLDB	1.00E-101	e-value	NP_005973.1	SIX homeobox 1	SIX1 BOS3 DFNA23 TIP39	Homo sapiens
dd_Smed_v6_15439_0_1	1039	PLDB	7.00E-48	e-value	NP_001050.1	tachykinin receptor 3	TACR3 HH11 NK-3R NK3R NKR TAC3RL	Homo sapiens
dd_Smed_v6_15463_0_1	3673	PLDB	0	e-value	NP_000170.1	mutS homolog 6	MSH6 GTBP GTMBP HNPCC5 HSAP p160	Homo sapiens
dd_Smed_v6_15471_0_1	861	PLDB	2.00E-47	e-value	NP_005973.1	SIX homeobox 1	SIX1 BOS3 DFNA23 TIP39	Homo sapiens
dd_Smed_v6_15476_0_1	2642	PLDB	0	e-value	NP_003581.1	cullin 3	CUL3 CUL-3 PHA2E	Homo sapiens
dd_Smed_v6_15525_0_1	8695	PLDB	5.00E-85	e-value	NP_001265354.1	polycystic kidney disease 1-like 2	PKD1L2 PC1L2	Homo sapiens
dd_Smed_v6_15525_0_2	8677	PLDB	5.00E-85	e-value	NP_001265354.1	polycystic kidney disease 1-like 2	PKD1L2 PC1L2	Homo sapiens
dd_Smed_v6_1552_0_1	1289	PLDB	3.00E-25	e-value	NP_085148.1	SH3 binding domain protein 5 like	SH3BP5L	Homo sapiens
dd_Smed_v6_1557_0_1	963	PLDB	5.00E-107	e-value	NP_002779.1	proteasome subunit alpha 3	PSMA3 HC8 PSC3	Homo sapiens
dd_Smed_v6_15625_0_1	1483	PLDB	4.00E-41	e-value	NP_001050.1	tachykinin receptor 3	TACR3 HH11 NK-3R NK3R NKR TAC3RL	Homo sapiens
dd_Smed_v6_15626_0_1	1555	PLDB	4.00E-93	e-value	NP_001240766.1	"polycystin 2 like 1, transient receptor potential cation channel"	PKD2L1 PCL PKD2L PKDL TRPP3	Homo sapiens
dd_Smed_v6_1562_0_1	894	PLDB	1.00E-35	e-value	NP_110382.3	thioredoxin related transmembrane protein 1	TMX1 PDIA11 TMX TXNDC TXNDC1	Homo sapiens
dd_Smed_v6_15642_0_1	1420	PLDB	3.00E-11	e-value	NP_066961.2	TNF receptor associated factor 2	TRAF2 MGC:45012 TRAP TRAP3	Homo sapiens
dd_Smed_v6_1568_0_1	892	PLDB	4.00E-83	e-value	NP_550433.1	uracil DNA glycosylase	UNG DGU HIGM4 HIGM5 UDG UNG1 UNG15 UNG2	Homo sapiens
dd_Smed_v6_15810_0_1	2842	PLDB	2.00E-98	e-value	NP_002238.2	"potassium large conductance calcium-activated channel, subfamily M, alpha member 1"	KCNMA1 BKTM KCa1.1 MaxiK SAKCA SLO SLO-ALPHA SLO1 bA205K10.1 mSLO1	Homo sapiens
dd_Smed_v6_1583_0_1	724	PLDB	1.00E-78	e-value	NP_002789.1	proteasome subunit beta 6	PSMB6 DELTA LMPY Y	Homo sapiens
dd_Smed_v6_1585_0_1	1897	PLDB	0	e-value	NP_000062.1	cystathionine-beta-synthase	CBS HIP4	Homo sapiens
dd_Smed_v6_15865_0_1	2638	PLDB	2.00E-46	e-value	NP_002126.2	"nuclear receptor subfamily 4, group A, member 1"	NR4A1 GFRP1 HMR N10 NAK-1 NGFIB NP10 NUR77 TR3	Homo sapiens
dd_Smed_v6_1586_0_1	1302	PLDB	8.00E-62	e-value	NP_071435.2	transmembrane BAX inhibitor motif containing 1	TMBIM1 LFG3 MST100 MSTP100 RECS1	Homo sapiens
dd_Smed_v6_15904_0_1	3445	PLDB	1.00E-66	e-value	NP_892006.3	spectrin repeat containing nuclear envelope protein 1	SYNE1 8B ARCA1 C6orf98 CPG2 EDMD4 MYNE1 Nesp1 SCAR8 dJ45H2.2	Homo sapiens
dd_Smed_v6_16060_0_1	687	PLDB	1.00E-27	e-value	NP_001186356.1	TNF receptor associated factor 3	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	Homo sapiens
dd_Smed_v6_1608_0_1	2698	PLDB	3.00E-62	e-value	NP_060707.2	cell division cycle and apoptosis regulator 1	CCAR1	Homo sapiens
dd_Smed_v6_16107_0_1	893	PLDB	1.00E-11	e-value	NP_115904.1	BCL2-related ovarian killer	BOK BCL2L9 BOKL	Homo sapiens
dd_Smed_v6_16281_0_1	1857	PLDB	7.00E-25	e-value	NP_005232.2	MDS1 and EVI1 complex locus	MECOM AML1-EVI-1 EVI1 MDS1 MDS1-EVI1 PRDM3	Homo sapiens
dd_Smed_v6_16296_0_1	2855	PLDB	9.00E-145	e-value	XP_005255182.1	CREB binding protein	CREBBP CBP KAT3A RSTS	Homo sapiens
dd_Smed_v6_1634_0_1	2289	PLDB	2.00E-25	e-value	NP_006272.2	serine/threonine kinase 3	STK3 KRS1 MST2	Homo sapiens
dd_Smed_v6_16375_0_1	911	PLDB	1.00E-53	e-value	NP_064545.1	Meis homeobox 3	MEIS3 MRG2	Homo sapiens
dd_Smed_v6_16463_0_5	260	PLDB	5.00E-07	e-value	NP_659476.2	CENPB DNA-binding domains containing 1	CENPBD1	Homo sapiens
dd_Smed_v6_1646_0_1	764	PLDB	6.00E-34	e-value	XP_005266425.1	high mobility group box 1	HMGB1 HMG1 HMG3 SBP-1	Homo sapiens
dd_Smed_v6_16473_0_1	541	PLDB	3.00E-10	e-value	NP_115715.3	migration and invasion enhancer 1	MIEN1 C17orf37 C35 ORB3 RDX12 XTP4	Homo sapiens
dd_Smed_v6_16483_0_1	2726	PLDB	8.00E-109	e-value	NP_004432.1	EPH receptor B1	EPHB1 ELK EPHT2 Hek6 NET	Homo sapiens
dd_Smed_v6_16508_0_1	1606	PLDB	9.00E-76	e-value	NP_663748.1	tigger transposable element derived 1	TIGD1 EEYORE	Homo sapiens
dd_Smed_v6_16524_0_1	1016	PLDB	4.00E-34	e-value	NP_002439.2	msh homeobox 1	MSX1 ECTD3 HOX7 HYD1 STHAG1	Homo sapiens
dd_Smed_v6_1656_0_1	2455	PLDB	0	e-value	NP_066268.1	G protein subunit alpha o1	GNAO1 EIEE17 G-ALPHA-o GNAO	Homo sapiens
dd_Smed_v6_16571_0_1	3215	PLDB	1.00E-179	e-value	NP_003459.2	frizzled class receptor 5	FZD5 C2orf31 HFZ5	Homo sapiens
dd_Smed_v6_16581_0_1	1724	PLDB	3.00E-137	e-value	NP_000351.2	tyrosine hydroxylase	TH DYT14 DYT5b TYH	Homo sapiens
dd_Smed_v6_16599_0_1	3351	PLDB	1.00E-23	e-value	NP_597702.2	glutamate ionotropic receptor NMDA type subunit 3A	GRIN3A GluN3A NMDAR-L NR3A	Homo sapiens
dd_Smed_v6_1666_0_1	2673	PLDB	1.00E-129	e-value	NP_002950.3	sortilin 1	SORT1 Gp95 LDLCQ6 NT3	Homo sapiens
dd_Smed_v6_1667_0_1	1221	PLDB	2.00E-47	e-value	NP_057163.1	charged multivesicular body protein 3	CHMP3 NEDF VPS24	Homo sapiens
dd_Smed_v6_1669_0_1	795	PLDB	3.00E-68	e-value	NP_002787.2	proteasome subunit beta 4	PSMB4 HN3 HsN3 PROS-26 PROS26	Homo sapiens
dd_Smed_v6_16751_0_1	220	PLDB	2.00E-26	e-value	NP_620073.2	G protein subunit alpha o1	GNAO1 EIEE17 G-ALPHA-o GNAO	Homo sapiens
dd_Smed_v6_16813_0_1	1242	PLDB	6.00E-75	e-value	NP_066928.1	phospholipid scramblase 1	PLSCR1 MMTRA1B	Homo sapiens
dd_Smed_v6_1682_0_1	979	PLDB	1.00E-85	e-value	NP_004484.1	hydroxysteroid (17-beta) dehydrogenase 10	HSD17B10 17b-HSD10 ABAD CAMR DUPXp11.22 ERAB HADH2 HCD2 MHBD MRPP2 MRX17 MRX31 MRXS10 SCHAD SDR5C1	Homo sapiens
dd_Smed_v6_1685_0_1	2109	PLDB	3.00E-28	e-value	NP_056146.1	nicastrin	NCSTN ATAG1874	Homo sapiens
dd_Smed_v6_16963_0_1	3200	PLDB	0	e-value	NP_653234.2	potassium voltage-gated channel subfamily H member 8	KCNH8 ELK ELK1 Kv12.1 elk3	Homo sapiens
dd_Smed_v6_16969_0_1	1385	PLDB	3.00E-07	e-value	NP_000612.1	5-hydroxytryptamine receptor 2A	HTR2A 5-HT2A HTR2	Homo sapiens
dd_Smed_v6_1702_0_1	1052	PLDB	4.00E-101	e-value	NP_006752.1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	YWHAE 14-3-3E HEL2 KCIP-1 MDCR MDS	Homo sapiens
dd_Smed_v6_17081_0_1	2251	PLDB	1.00E-78	e-value	NP_055141.2	death-associated protein kinase 2	DAPK2 DRP-1 DRP1	Homo sapiens
dd_Smed_v6_17143_0_1	1136	PLDB	7.00E-66	e-value	NP_005985.3	T-box 2	TBX2	Homo sapiens
dd_Smed_v6_1717_0_1	2208	PLDB	7.00E-133	e-value	XP_006722013.1	septin 4	SEPT4 ARTS BRADEION CE5B3 H5 MART PNUTL2 SEP4 hCDCREL-2	Homo sapiens
dd_Smed_v6_17265_0_1	1870	PLDB	3.00E-121	e-value	NP_055249.1	NADPH dependent diflavin oxidoreductase 1	NDOR1 NR1 bA350O14.9	Homo sapiens
dd_Smed_v6_1726_0_1	2436	PLDB	0	e-value	NP_063946.2	N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2	ASAH2 BCDase HNAC1 LCDase N-CDase NCDase	Homo sapiens
dd_Smed_v6_17281_0_1	1222	PLDB	5.00E-27	e-value	XP_006723232.1	"glutamate receptor, ionotropic, kainate 5"	GRIK5 EAA2 GRIK2 GluK5 KA2	Homo sapiens
dd_Smed_v6_17281_0_2	774	PLDB	3.00E-24	e-value	NP_002079.3	"glutamate receptor, ionotropic, kainate 5"	GRIK5 EAA2 GRIK2 GluK5 KA2	Homo sapiens
dd_Smed_v6_17308_0_1	2462	PLDB	3.00E-12	e-value	NP_001077354.2	"deafness, autosomal recessive 31"	DFNB31 CIP98 PDZD7B USH2D WHRN WI	Homo sapiens
dd_Smed_v6_17337_0_1	1170	PLDB	4.00E-26	e-value	NP_001153114.1	BCL2/adenovirus E1B 19kD interacting protein like	BNIPL BNIP-S BNIPL-1 BNIPL-2 BNIPL1 BNIPL2 BNIPS PP753	Homo sapiens
dd_Smed_v6_17348_0_1	2598	PLDB	2.00E-123	e-value	NP_000288.1	"polycystin 2, transient receptor potential cation channel"	PKD2 APKD2 PC2 PKD4 Pc-2 TRPP2	Homo sapiens
dd_Smed_v6_17348_0_3	2516	PLDB	3.00E-173	e-value	NP_000288.1	"polycystin 2, transient receptor potential cation channel"	PKD2 APKD2 PC2 PKD4 Pc-2 TRPP2	Homo sapiens
dd_Smed_v6_17393_0_1	1501	PLDB	8.00E-61	e-value	NP_001002295.1	GATA binding protein 3	GATA3 HDR HDRS	Homo sapiens
dd_Smed_v6_17402_0_1	1619	PLDB	2.00E-28	e-value	NP_001710.1	bone morphogenetic protein 7	BMP7 OP-1	Homo sapiens
dd_Smed_v6_17410_0_1	774	PLDB	2.00E-16	e-value	NP_000936.1	"protein phosphatase 3 regulatory subunit B, alpha"	PPP3R1 CALNB1 CNB CNB1	Homo sapiens
dd_Smed_v6_174_0_1	1071	PLDB	2.00E-173	e-value	NP_006089.1	"guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1"	GNB2L1 Gnb2-rs1 H12.3 HLC-7 PIG21 RACK1	Homo sapiens
dd_Smed_v6_17503_0_1	1562	PLDB	2.00E-53	e-value	NP_001159719.1	glutamate ionotropic receptor kainate type subunit 2	GRIK2 EAA4 GLR6 GLUK6 GLUR6 GluK2 MRT6	Homo sapiens
dd_Smed_v6_1752_0_1	2674	PLDB	0	e-value	NP_775110.1	calpain 3	CAPN3 CANP3 CANPL3 LGMD2 LGMD2A nCL-1 p94	Homo sapiens
dd_Smed_v6_17530_0_1	1564	PLDB	1.00E-58	e-value	XP_006713061.1	NIMA-related kinase 10	NEK10	Homo sapiens
dd_Smed_v6_17534_0_1	2331	PLDB	2.00E-89	e-value	NP_001612.1	aryl hydrocarbon receptor	AHR bHLHe76	Homo sapiens
dd_Smed_v6_17598_0_1	4704	PLDB	5.00E-29	e-value	NP_001240658.1	relaxin/insulin-like family peptide receptor 1	RXFP1 LGR7 RXFPR1	Homo sapiens
dd_Smed_v6_175_0_1	1254	PLDB	1.00E-119	e-value	NP_001324.2	cathepsin V	CTSV CATL2 CTSL2 CTSU	Homo sapiens
dd_Smed_v6_17645_0_1	944	PLDB	3.00E-63	e-value	NP_002552.2	purinergic receptor P2X 5	P2RX5 LRH-1 P2X5 P2X5R	Homo sapiens
dd_Smed_v6_1766_0_1	1313	PLDB	8.00E-58	e-value	NP_003960.1	ubiquitin conjugating enzyme E2 M	UBE2M UBC-RS2 UBC12 hUbc12	Homo sapiens
dd_Smed_v6_1767_0_1	843	PLDB	2.00E-08	e-value	NP_001179.1	BCL2 antagonist/killer 1	BAK1 BAK BAK-LIKE BCL2L7 CDN1	Homo sapiens
dd_Smed_v6_176_0_1	451	PLDB	6.00E-80	e-value	NP_003324.1	ubiquitin A-52 residue ribosomal protein fusion product 1	UBA52 CEP52 HUBCEP52 L40 RPL40	Homo sapiens
dd_Smed_v6_1771_0_1	1005	PLDB	1.00E-74	e-value	NP_002784.1	proteasome subunit beta 1	PSMB1 HC5 PMSB1 PSC5	Homo sapiens
dd_Smed_v6_177_0_1	655	PLDB	2.00E-10	e-value	NP_003737.1	dynein light chain LC8-type 1	DYNLL1 DLC1 DLC8 DNCL1 DNCLC1 LC8 LC8a PIN hdlc1	Homo sapiens
dd_Smed_v6_1800_0_1	1811	PLDB	9.00E-115	e-value	NP_001268424.1	catenin beta like 1	CTNNBL1 C20orf33 NAP P14L PP8304 dJ633O20.1	Homo sapiens
dd_Smed_v6_1801_0_1	678	PLDB	1.00E-41	e-value	NP_001253974.1	proteasome activator subunit 3	PSME3 HEL-S-283 Ki PA28-gamma PA28G PA28gamma REG-GAMMA	Homo sapiens
dd_Smed_v6_1807_0_1	1939	PLDB	1.00E-168	e-value	XP_005244863.1	"ATPase family, AAA domain containing 3B"	ATAD3B AAA-TOB3 TOB3	Homo sapiens
dd_Smed_v6_1814_0_1	4235	PLDB	0	e-value	NP_055191.2	cytoplasmic FMR1 interacting protein 2	CYFIP2 PIR121	Homo sapiens
dd_Smed_v6_18178_0_1	1480	PLDB	1.00E-06	e-value	NP_004611.1	TNF receptor associated factor 6	TRAF6 MGC:3310 RNF85	Homo sapiens
dd_Smed_v6_18181_0_1	2151	PLDB	6.00E-99	e-value	NP_004813.2	netrin 1	NTN1 NTN1L	Homo sapiens
dd_Smed_v6_1820_0_1	4055	PLDB	0	e-value	NP_055191.2	cytoplasmic FMR1 interacting protein 2	CYFIP2 PIR121	Homo sapiens
dd_Smed_v6_18313_0_1	3455	PLDB	0	e-value	NP_001139120.1	Ras protein specific guanine nucleotide releasing factor 1	RASGRF1 CDC25 CDC25L GNRP GRF1 GRF55 H-GRF55 PP13187 ras-GRF1	Homo sapiens
dd_Smed_v6_18389_0_1	1468	PLDB	3.00E-46	e-value	NP_005242.1	forkhead box C2	FOXC2 FKHL14 LD MFH-1 MFH1	Homo sapiens
dd_Smed_v6_18390_0_1	823	PLDB	4.00E-12	e-value	NP_115904.1	BCL2-related ovarian killer	BOK BCL2L9 BOKL	Homo sapiens
dd_Smed_v6_18390_0_2	613	PLDB	2.00E-12	e-value	NP_115904.1	BCL2-related ovarian killer	BOK BCL2L9 BOKL	Homo sapiens
dd_Smed_v6_18393_0_1	3330	PLDB	3.00E-35	e-value	XP_006714991.1	unc-5 netrin receptor A	UNC5A UNC5H1	Homo sapiens
dd_Smed_v6_18393_0_2	3320	PLDB	3.00E-35	e-value	XP_006714991.1	unc-5 netrin receptor A	UNC5A UNC5H1	Homo sapiens
dd_Smed_v6_18393_0_3	3319	PLDB	1.00E-35	e-value	XP_006714991.1	unc-5 netrin receptor A	UNC5A UNC5H1	Homo sapiens
dd_Smed_v6_18393_0_4	3309	PLDB	1.00E-35	e-value	XP_006714991.1	unc-5 netrin receptor A	UNC5A UNC5H1	Homo sapiens
dd_Smed_v6_18465_0_1	1183	PLDB	1.00E-31	e-value	NP_001892.1	connective tissue growth factor	CTGF CCN2 HCS24 IGFBP8 NOV2	Homo sapiens
dd_Smed_v6_18488_0_1	983	PLDB	3.00E-14	e-value	NP_056528.2	ribonucleotide reductase M2 B (TP53 inducible)	RRM2B MTDPS8A MTDPS8B P53R2	Homo sapiens
dd_Smed_v6_18505_0_1	727	PLDB	1.00E-37	e-value	NP_002439.2	msh homeobox 1	MSX1 ECTD3 HOX7 HYD1 STHAG1	Homo sapiens
dd_Smed_v6_1855_0_1	1364	PLDB	0	e-value	NP_002795.2	"proteasome 26S subunit, ATPase 3"	PSMC3 TBP1	Homo sapiens
dd_Smed_v6_18582_0_1	663	PLDB	2.00E-121	e-value	NP_002797.3	"proteasome 26S subunit, ATPase 6"	PSMC6 CADP44 HEL-S-73 P44 SUG2 p42	Homo sapiens
dd_Smed_v6_18915_0_1	1076	PLDB	5.00E-33	e-value	NP_663748.1	tigger transposable element derived 1	TIGD1 EEYORE	Homo sapiens
dd_Smed_v6_1893_0_1	1783	PLDB	1.00E-30	e-value	NP_006840.2	"protein disulfide isomerase family A, member 2"	PDIA2 PDA2 PDI PDIP PDIR	Homo sapiens
dd_Smed_v6_1899_0_1	1629	PLDB	4.00E-37	e-value	XP_005257511.1	LUC7 like 3 pre-mRNA splicing factor	LUC7L3 CRA CREAP-1 CROP LUC7A OA48-18 hLuc7A	Homo sapiens
dd_Smed_v6_19040_0_1	2106	PLDB	8.00E-33	e-value	NP_835221.2	distal-less homeobox 1	DLX1	Homo sapiens
dd_Smed_v6_1908_0_1	474	PLDB	2.00E-20	e-value	NP_003000.1	"selenoprotein W, 1"	SEPW1 selW	Homo sapiens
dd_Smed_v6_1913_0_1	1249	PLDB	1.00E-78	e-value	NP_002808.3	"proteasome 26S subunit, non-ATPase 13"	PSMD13 HSPC027 Rpn9 S11 p40.5	Homo sapiens
dd_Smed_v6_19166_0_1	1044	PLDB	5.00E-94	e-value	NP_001058.2	topoisomerase (DNA) II alpha	TOP2A TOP2 TP2A	Homo sapiens
dd_Smed_v6_1923_0_1	3418	PLDB	2.00E-88	e-value	NP_005350.1	SMAD family member 4	SMAD4 DPC4 JIP MADH4 MYHRS	Homo sapiens
dd_Smed_v6_1924_0_1	940	PLDB	5.00E-67	e-value	NP_054745.1	"decapping enzyme, scavenger"	DCPS DCS1 HINT-5 HINT5 HSL1	Homo sapiens
dd_Smed_v6_19266_0_1	515	PLDB	9.00E-16	e-value	NP_003737.1	dynein light chain LC8-type 1	DYNLL1 DLC1 DLC8 DNCL1 DNCLC1 LC8 LC8a PIN hdlc1	Homo sapiens
dd_Smed_v6_1930_0_1	2177	PLDB	0	e-value	NP_002931.2	ATP binding cassette subfamily E member 1	ABCE1 ABC38 OABP RLI RNASEL1 RNASELI RNS4I	Homo sapiens
dd_Smed_v6_19322_0_1	906	PLDB	9.00E-62	e-value	NP_057196.2	"polycystin 2 like 1, transient receptor potential cation channel"	PKD2L1 PCL PKD2L PKDL TRPP3	Homo sapiens
dd_Smed_v6_19417_0_1	1119	PLDB	4.00E-19	e-value	NP_005649.1	TNF receptor-associated factor 1	TRAF1 EBI6 MGC:10353	Homo sapiens
dd_Smed_v6_1950_0_1	877	PLDB	8.00E-45	e-value	NP_000371.1	"xeroderma pigmentosum, complementation group A"	XPA XP1 XPAC	Homo sapiens
dd_Smed_v6_1951_0_1	2885	PLDB	0	e-value	NP_001123476.1	"actinin, alpha 1"	ACTN1 BDPLT15	Homo sapiens
dd_Smed_v6_19527_0_1	982	PLDB	3.00E-18	e-value	NP_005441.1	noggin	NOG SYM1 SYNS1	Homo sapiens
dd_Smed_v6_1972_0_1	2506	PLDB	2.00E-48	e-value	XP_006711704.1	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon"	IKBKE IKK-E IKK-i IKKE IKKI	Homo sapiens
dd_Smed_v6_19744_0_1	1643	PLDB	3.00E-143	e-value	NP_003045.2	solute carrier family 18 member A2	SLC18A2 SVAT SVMT VAT2 VMAT2	Homo sapiens
dd_Smed_v6_19836_0_1	620	PLDB	6.00E-21	e-value	NP_001335.1	defender against cell death 1	DAD1 OST2	Homo sapiens
dd_Smed_v6_19866_0_1	1909	PLDB	2.00E-166	e-value	NP_003459.2	frizzled class receptor 5	FZD5 C2orf31 HFZ5	Homo sapiens
dd_Smed_v6_19874_0_1	1240	PLDB	0	e-value	NP_005338.1	heat shock protein family A (Hsp70) member 5	HSPA5 BIP GRP78 HEL-S-89n MIF2	Homo sapiens
dd_Smed_v6_1991_0_1	1463	PLDB	7.00E-57	e-value	NP_663778.1	TNF receptor associated factor 3	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	Homo sapiens
dd_Smed_v6_20012_0_1	454	PLDB	2.00E-14	e-value	NP_001335.1	defender against cell death 1	DAD1 OST2	Homo sapiens
dd_Smed_v6_2001_0_1	708	PLDB	3.00E-18	e-value	NP_061828.1	ubiquitin B	UBB	Homo sapiens
dd_Smed_v6_20034_0_1	565	PLDB	1.00E-14	e-value	NP_001186356.1	TNF receptor associated factor 3	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	Homo sapiens
dd_Smed_v6_2007_0_1	939	PLDB	7.00E-95	e-value	NP_002788.1	proteasome subunit beta 5	PSMB5 LMPX MB1 X	Homo sapiens
dd_Smed_v6_2009_0_1	2817	PLDB	4.00E-146	e-value	NP_976313.1	acyl-CoA synthetase long-chain family member 5	ACSL5 ACS2 ACS5 FACL5	Homo sapiens
dd_Smed_v6_20110_0_1	2713	PLDB	0	e-value	XP_005269836.1	"potassium large conductance calcium-activated channel, subfamily M, alpha member 1"	KCNMA1 BKTM KCa1.1 MaxiK SAKCA SLO SLO-ALPHA SLO1 bA205K10.1 mSLO1	Homo sapiens
dd_Smed_v6_2015_0_1	1802	PLDB	1.00E-08	e-value	NP_003291.2	TNF receptor associated factor 3	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	Homo sapiens
dd_Smed_v6_2017_0_1	2930	PLDB	2.00E-116	e-value	NP_002202.2	integrin subunit beta 1	ITGB1 CD29 FNRB GPIIA MDF2 MSK12 VLA-BETA VLAB	Homo sapiens
dd_Smed_v6_20208_0_1	620	PLDB	6.00E-65	e-value	NP_002797.3	"proteasome 26S subunit, ATPase 6"	PSMC6 CADP44 HEL-S-73 P44 SUG2 p42	Homo sapiens
dd_Smed_v6_20223_0_1	2618	PLDB	4.00E-70	e-value	NP_904325.2	kinesin family member 1B	KIF1B CMT2 CMT2A CMT2A1 HMSNII KLP NBLST1	Homo sapiens
dd_Smed_v6_20243_0_1	252	PLDB	1.00E-28	e-value	NP_002945.1	ribosomal protein S27a	RPS27A CEP80 HEL112 S27A UBA80 UBC UBCEP1 UBCEP80	Homo sapiens
dd_Smed_v6_2029_0_1	786	PLDB	5.00E-17	e-value	NP_005998.1	zinc finger AN1-type containing 5	ZFAND5 ZA20D2 ZFAND5A ZNF216	Homo sapiens
dd_Smed_v6_20341_0_1	1556	PLDB	2.00E-19	e-value	NP_004611.1	TNF receptor associated factor 6	TRAF6 MGC:3310 RNF85	Homo sapiens
dd_Smed_v6_2035_0_1	2149	PLDB	2.00E-107	e-value	NP_005122.2	THO complex 1	THOC1 HPR1 P84 P84N5	Homo sapiens
dd_Smed_v6_2038_0_1	1360	PLDB	1.00E-27	e-value	NP_005998.1	zinc finger AN1-type containing 5	ZFAND5 ZA20D2 ZFAND5A ZNF216	Homo sapiens
dd_Smed_v6_20426_0_1	545	PLDB	4.00E-07	e-value	NP_073604.3	apoptosis enhancing nuclease	AEN ISG20L1 pp12744	Homo sapiens
dd_Smed_v6_20433_0_1	1094	PLDB	5.00E-127	e-value	NP_001743.1	catalase	CAT	Homo sapiens
dd_Smed_v6_20691_0_1	495	PLDB	1.00E-07	e-value	NP_203127.3	baculoviral IAP repeat containing 8	BIRC8 ILP-2 ILP2 hILP2	Homo sapiens
dd_Smed_v6_2072_0_13	6927	PLDB	0	e-value	XP_006717853.1	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_2072_0_14	6822	PLDB	0	e-value	NP_001191332.1	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_2072_0_16	6630	PLDB	0	e-value	NP_001191332.1	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_2072_0_25	6275	PLDB	0	e-value	XP_006717853.1	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_2072_0_26	6243	PLDB	0	e-value	XP_006717853.1	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_2072_0_27	6173	PLDB	0	e-value	NP_001191332.1	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_2072_0_28	6135	PLDB	0	e-value	NP_001191332.1	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_2072_0_31	5981	PLDB	0	e-value	NP_001191332.1	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_2072_0_32	5946	PLDB	0	e-value	NP_001191332.1	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_2072_0_5	8616	PLDB	0	e-value	XP_006717853.1	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_2072_0_6	8511	PLDB	0	e-value	NP_001191332.1	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_2072_0_8	8319	PLDB	0	e-value	NP_001191332.1	"ankyrin 3, node of Ranvier (ankyrin G)"	ANK3 ANKYRIN-G MRT37	Homo sapiens
dd_Smed_v6_2074_0_1	692	PLDB	6.00E-39	e-value	XP_005257504.2	peptidyl-tRNA hydrolase 2	PTRH2 BIT1 CFAP37 PTH2	Homo sapiens
dd_Smed_v6_20801_0_1	700	PLDB	2.00E-12	e-value	XP_005273306.1	TNF receptor-associated factor 5	TRAF5 MGC:39780 RNF84	Homo sapiens
dd_Smed_v6_20871_0_1	1509	PLDB	1.00E-33	e-value	XP_005265400.1	parathyroid hormone 1 receptor	PTH1R PFE PTHR PTHR1	Homo sapiens
dd_Smed_v6_2098_0_1	506	PLDB	3.00E-28	e-value	NP_001008389.1	CDGSH iron sulfur domain 2	CISD2 ERIS Miner1 NAF-1 WFS2 ZCD2	Homo sapiens
dd_Smed_v6_209_0_1	1139	PLDB	2.00E-24	e-value	NP_003642.3	Y box binding protein 3	YBX3 CSDA CSDA1 DBPA ZONAB	Homo sapiens
dd_Smed_v6_21015_0_2	1206	PLDB	9.00E-26	e-value	NP_783300.1	"glutamate receptor, ionotropic, kainate 1"	GRIK1 EAA3 EEA3 GLR5 GLUR5 GluK1	Homo sapiens
